NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_DN	GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_DN		147	-0.34914306	-1.6100359	0.0062370063	0.107400924	0.943	1498	tags=20%, list=10%, signal=22%	
GSE11924_TFH_VS_TH2_CD4_TCELL_UP	GSE11924_TFH_VS_TH2_CD4_TCELL_UP		175	-0.4016616	-1.6097162	0.05668016	0.1072606	0.943	2087	tags=29%, list=14%, signal=33%	
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN		171	-0.40649974	-1.6082625	0.04771372	0.10803884	0.944	2255	tags=37%, list=15%, signal=43%	
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP		170	-0.31513435	-1.607509	0.0058027077	0.10818986	0.944	2185	tags=20%, list=14%, signal=23%	
GSE17721_POLYIC_VS_CPG_1H_BMDC_UP	GSE17721_POLYIC_VS_CPG_1H_BMDC_UP		179	-0.32411063	-1.6068096	0.0060362173	0.1083187	0.945	3282	tags=34%, list=21%, signal=42%	
GSE22527_ANTI_CD3_INVIVO_VS_UNTREATED_MOUSE_TREG_DN	GSE22527_ANTI_CD3_INVIVO_VS_UNTREATED_MOUSE_TREG_DN		176	-0.37301266	-1.6059235	0.027833002	0.10856881	0.947	2288	tags=24%, list=15%, signal=28%	
GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP	GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP		175	-0.36843804	-1.6051638	0.02739726	0.10868953	0.948	2229	tags=22%, list=15%, signal=26%	
GSE17721_CTRL_VS_CPG_4H_BMDC_UP	GSE17721_CTRL_VS_CPG_4H_BMDC_UP		167	-0.351801	-1.6050488	0.020833334	0.108394526	0.948	3274	tags=29%, list=21%, signal=37%	
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN	GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN		177	-0.33381578	-1.6045085	0.0040241447	0.10840441	0.948	2599	tags=28%, list=17%, signal=34%	
GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_UP	GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_UP		178	-0.30907762	-1.6044798	0.001992032	0.1080664	0.948	2695	tags=27%, list=18%, signal=32%	
GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_DN	GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_DN		169	-0.33812624	-1.6034057	0.0038986355	0.108530946	0.948	3279	tags=34%, list=21%, signal=42%	
GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_DN	GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_DN		178	-0.34867725	-1.603201	0.00998004	0.10832894	0.948	3063	tags=30%, list=20%, signal=37%	
GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_UP	GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_UP		179	-0.3603528	-1.6028382	0.027290449	0.10826084	0.948	1780	tags=18%, list=12%, signal=21%	
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_DN	GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_DN		160	-0.35392824	-1.6003944	0.019880716	0.10983663	0.95	3487	tags=34%, list=23%, signal=43%	
GSE11924_TFH_VS_TH1_CD4_TCELL_DN	GSE11924_TFH_VS_TH1_CD4_TCELL_DN		156	-0.33598012	-1.6001807	0.010309278	0.10962969	0.95	2065	tags=21%, list=13%, signal=24%	
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP	GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP		161	-0.33438554	-1.5992049	0.0	0.11008861	0.95	2950	tags=27%, list=19%, signal=33%	
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_DN	GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_DN		170	-0.36312896	-1.5973511	0.017892644	0.11124597	0.951	2857	tags=29%, list=19%, signal=35%	
GSE27786_LIN_NEG_VS_BCELL_DN	GSE27786_LIN_NEG_VS_BCELL_DN		175	-0.35683438	-1.5972651	0.020833334	0.11093509	0.951	3062	tags=35%, list=20%, signal=43%	
GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN	GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN		157	-0.3361375	-1.5970583	0.009881423	0.11075587	0.951	2727	tags=26%, list=18%, signal=31%	
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP	GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP		176	-0.38586608	-1.5955656	0.032818533	0.11161546	0.954	2452	tags=27%, list=16%, signal=31%	
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_DN	GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_DN		169	-0.31788263	-1.5951551	0.002020202	0.11158365	0.954	2519	tags=29%, list=16%, signal=34%	
GSE33425_CD161_HIGH_VS_NEG_CD8_TCELL_UP	GSE33425_CD161_HIGH_VS_NEG_CD8_TCELL_UP		171	-0.32685193	-1.5946978	0.0062761507	0.11155185	0.954	1827	tags=22%, list=12%, signal=25%	
GSE3039_ALPHABETA_CD8_TCELL_VS_B1_BCELL_UP	GSE3039_ALPHABETA_CD8_TCELL_VS_B1_BCELL_UP		174	-0.33593115	-1.5946267	0.01984127	0.1112736	0.954	2721	tags=28%, list=18%, signal=34%	
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN		173	-0.36977613	-1.5924507	0.036511157	0.11253189	0.956	3367	tags=42%, list=22%, signal=53%	
GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_UP	GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_UP		165	-0.33470434	-1.5922468	0.009578544	0.112345144	0.956	2749	tags=28%, list=18%, signal=34%	
GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN	GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN		174	-0.3407792	-1.5910817	0.007968128	0.11293828	0.957	2197	tags=25%, list=14%, signal=29%	
GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP	GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP		168	-0.39662048	-1.5887574	0.050980393	0.11463033	0.957	3174	tags=43%, list=21%, signal=54%	
GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_DN	GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_DN		172	-0.31156468	-1.5884516	0.0	0.1145593	0.957	3424	tags=34%, list=22%, signal=44%	
GSE4984_GALECTIN1_VS_VEHICLE_CTRL_TREATED_DC_UP	GSE4984_GALECTIN1_VS_VEHICLE_CTRL_TREATED_DC_UP		170	-0.3316141	-1.58797	0.014084507	0.11461174	0.957	2177	tags=22%, list=14%, signal=26%	
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP		170	-0.3305306	-1.587871	0.011952192	0.11434682	0.958	2486	tags=27%, list=16%, signal=32%	
GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN		172	-0.379735	-1.5867887	0.033195022	0.11486433	0.958	1950	tags=30%, list=13%, signal=34%	
GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_UP	GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_UP		163	-0.3386248	-1.5857906	0.011538462	0.11533773	0.959	2666	tags=28%, list=17%, signal=33%	
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN	GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN		168	-0.36241126	-1.5857748	0.02244898	0.114986315	0.959	2133	tags=28%, list=14%, signal=32%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_UP	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_UP		173	-0.33276707	-1.5828128	0.015444015	0.11698662	0.963	2642	tags=28%, list=17%, signal=33%	
GSE6259_BCELL_VS_CD8_TCELL_UP	GSE6259_BCELL_VS_CD8_TCELL_UP		167	-0.36262015	-1.581714	0.034623217	0.11760793	0.966	1846	tags=26%, list=12%, signal=29%	
GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_UP	GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_UP		162	-0.3176693	-1.5811945	0.007905139	0.11771287	0.966	2366	tags=23%, list=15%, signal=27%	
GSE7852_THYMUS_VS_FAT_TREG_UP	GSE7852_THYMUS_VS_FAT_TREG_UP		176	-0.36961457	-1.580989	0.034416825	0.11749893	0.966	2981	tags=34%, list=19%, signal=42%	
GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_UP	GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_UP		169	-0.5395021	-1.578897	0.1184466	0.11882587	0.968	3409	tags=52%, list=22%, signal=66%	
GSE14308_TH2_VS_INDUCED_TREG_DN	GSE14308_TH2_VS_INDUCED_TREG_DN		170	-0.31388605	-1.5786474	0.0020491802	0.118674956	0.968	2907	tags=28%, list=19%, signal=34%	
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP		177	-0.34475964	-1.577874	0.0118811885	0.11895175	0.968	2718	tags=32%, list=18%, signal=38%	
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD8_TCELL_UP	GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD8_TCELL_UP		126	-0.3280891	-1.5764412	0.012170386	0.11981099	0.968	2575	tags=25%, list=17%, signal=30%	
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_UP	GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_UP		156	-0.33212018	-1.5751171	0.010224949	0.12056534	0.97	2228	tags=21%, list=15%, signal=24%	
GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_DN	GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_DN		178	-0.3358444	-1.5744286	0.01754386	0.12079668	0.972	2386	tags=27%, list=16%, signal=32%	
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP		177	-0.32021314	-1.5741252	0.01171875	0.12066882	0.972	1936	tags=20%, list=13%, signal=23%	
GSE7831_CPG_VS_INFLUENZA_STIM_PDC_4H_UP	GSE7831_CPG_VS_INFLUENZA_STIM_PDC_4H_UP		162	-0.30839902	-1.5735799	0.00390625	0.120740816	0.972	2296	tags=22%, list=15%, signal=25%	
GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_DN	GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_DN		177	-0.3364793	-1.5719832	0.011976048	0.12172443	0.972	2449	tags=27%, list=16%, signal=32%	
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN		152	-0.3218594	-1.5708151	0.0040816325	0.122337714	0.972	2013	tags=20%, list=13%, signal=23%	
GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP		183	-0.3385178	-1.5704399	0.022044089	0.12229622	0.973	2665	tags=26%, list=17%, signal=31%	
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_DN	GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_DN		166	-0.34160805	-1.5681392	0.03353057	0.123933144	0.975	2507	tags=30%, list=16%, signal=35%	
GSE12505_WT_VS_E2_2_HET_PDC_DN	GSE12505_WT_VS_E2_2_HET_PDC_DN		125	-0.33517602	-1.5677056	0.010570824	0.123957135	0.975	2927	tags=30%, list=19%, signal=36%	
GSE2585_CTEC_VS_THYMIC_DC_UP	GSE2585_CTEC_VS_THYMIC_DC_UP		148	-0.36803174	-1.5671192	0.005988024	0.124125786	0.976	2181	tags=26%, list=14%, signal=30%	
GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_DN	GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_DN		172	-0.34208542	-1.5661206	0.015414258	0.12457724	0.977	2390	tags=24%, list=16%, signal=29%	
GSE40443_INDUCED_VS_TOTAL_TREG_UP	GSE40443_INDUCED_VS_TOTAL_TREG_UP		171	-0.31650364	-1.5659369	0.0020533882	0.12436669	0.977	2613	tags=22%, list=17%, signal=26%	
GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN	GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN		169	-0.34084845	-1.5658654	0.0020120724	0.12406217	0.977	2540	tags=24%, list=17%, signal=28%	
GSE27786_LIN_NEG_VS_MONO_MAC_UP	GSE27786_LIN_NEG_VS_MONO_MAC_UP		165	-0.32931378	-1.5650895	0.015936255	0.12436215	0.977	3596	tags=39%, list=23%, signal=51%	
GSE22886_CD8_VS_CD4_NAIVE_TCELL_UP	GSE22886_CD8_VS_CD4_NAIVE_TCELL_UP		161	-0.33620754	-1.5635703	0.016853932	0.12537442	0.977	2146	tags=22%, list=14%, signal=26%	
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP		163	-0.32791165	-1.5635436	0.020325202	0.1250326	0.977	3749	tags=35%, list=24%, signal=46%	
GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP	GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP		181	-0.33019066	-1.5632024	0.020992367	0.12497435	0.977	2420	tags=22%, list=16%, signal=26%	
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP		175	-0.32464808	-1.5631531	0.00984252	0.12467477	0.977	3081	tags=30%, list=20%, signal=37%	
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_DN	GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_DN		148	-0.30575436	-1.5622704	0.0061728396	0.12506683	0.977	2851	tags=28%, list=19%, signal=35%	
GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_DN	GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_DN		168	-0.34123915	-1.5620286	0.022304833	0.12491508	0.977	2264	tags=24%, list=15%, signal=28%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN		161	-0.33435422	-1.5611992	0.012096774	0.1253062	0.977	2456	tags=27%, list=16%, signal=32%	
GSE12198_LOW_IL2_STIM_NK_CELL_VS_HIGH_IL2_STIM_NK_CELL_UP	GSE12198_LOW_IL2_STIM_NK_CELL_VS_HIGH_IL2_STIM_NK_CELL_UP		178	-0.33564702	-1.5605952	0.032388665	0.12546867	0.977	2152	tags=27%, list=14%, signal=31%	
GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_DN		170	-0.32078466	-1.5598185	0.016260162	0.12582251	0.978	2298	tags=25%, list=15%, signal=29%	
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN	GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN		174	-0.3306985	-1.5593984	0.001984127	0.12581809	0.978	2816	tags=27%, list=18%, signal=33%	
GSE13306_RA_VS_UNTREATED_TREG_UP	GSE13306_RA_VS_UNTREATED_TREG_UP		154	-0.3018186	-1.559234	0.0	0.12559618	0.978	3311	tags=30%, list=22%, signal=38%	
GSE20198_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_UP	GSE20198_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_UP		172	-0.3435185	-1.5587013	0.038617887	0.1257599	0.978	4015	tags=40%, list=26%, signal=53%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP		169	-0.33222586	-1.5584596	0.026262626	0.12562378	0.978	2785	tags=27%, list=18%, signal=32%	
GSE3691_IFN_PRODUCING_KILLER_DC_VS_CONVENTIONAL_DC_SPLEEN_UP	GSE3691_IFN_PRODUCING_KILLER_DC_VS_CONVENTIONAL_DC_SPLEEN_UP		168	-0.3122152	-1.5579108	0.0019607844	0.12572785	0.98	2196	tags=21%, list=14%, signal=24%	
GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN		143	-0.3252666	-1.5576847	0.0021786492	0.12557313	0.98	1764	tags=22%, list=11%, signal=24%	
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN	GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN		180	-0.29908592	-1.5570953	0.0038986355	0.12576585	0.981	2474	tags=25%, list=16%, signal=29%	
GSE7852_LN_VS_FAT_TREG_UP	GSE7852_LN_VS_FAT_TREG_UP		172	-0.3332355	-1.5551007	0.025590552	0.12715152	0.981	2510	tags=29%, list=16%, signal=34%	
GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN	GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN		174	-0.3612882	-1.5537164	0.031128405	0.12812278	0.983	2587	tags=32%, list=17%, signal=38%	
GSE7852_LN_VS_FAT_TCONV_UP	GSE7852_LN_VS_FAT_TCONV_UP		164	-0.3127777	-1.55356	0.00591716	0.12792498	0.983	3048	tags=33%, list=20%, signal=41%	
GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_UP	GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_UP		169	-0.3090652	-1.5522636	0.0078125	0.12873052	0.984	2893	tags=30%, list=19%, signal=37%	
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP	GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP		168	-0.39602712	-1.5515287	0.08514851	0.12906091	0.984	2845	tags=32%, list=19%, signal=38%	
GSE21063_WT_VS_NFATC1_KO_16H_ANTI_IGM_STIM_BCELL_UP	GSE21063_WT_VS_NFATC1_KO_16H_ANTI_IGM_STIM_BCELL_UP		177	-0.35780922	-1.5514826	0.03807615	0.12873684	0.984	2628	tags=32%, list=17%, signal=38%	
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP		173	-0.41157478	-1.5507196	0.08747515	0.12904604	0.986	3721	tags=40%, list=24%, signal=53%	
GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN		144	-0.3872436	-1.5487823	0.04511278	0.13042341	0.986	4023	tags=43%, list=26%, signal=58%	
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN	GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN		163	-0.34153047	-1.5484474	0.017928287	0.13039051	0.987	1606	tags=18%, list=10%, signal=20%	
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_UP	GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_UP		172	-0.29807454	-1.547929	0.002004008	0.130501	0.987	3236	tags=31%, list=21%, signal=39%	
GSE17721_CTRL_VS_LPS_24H_BMDC_UP	GSE17721_CTRL_VS_LPS_24H_BMDC_UP		176	-0.28863117	-1.546337	0.0	0.13149624	0.987	2620	tags=22%, list=17%, signal=26%	
GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP	GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP		163	-0.31589496	-1.5461185	0.0100603625	0.13133334	0.987	4291	tags=44%, list=28%, signal=60%	
GSE27786_LSK_VS_LIN_NEG_CELL_UP	GSE27786_LSK_VS_LIN_NEG_CELL_UP		163	-0.30535212	-1.5453851	0.0059288535	0.13160357	0.987	2705	tags=26%, list=18%, signal=32%	
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP		173	-0.33156008	-1.5449429	0.031007752	0.13169391	0.988	3365	tags=34%, list=22%, signal=43%	
GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_DN	GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_DN		166	-0.30945054	-1.5445735	0.005882353	0.13171203	0.988	2660	tags=23%, list=17%, signal=28%	
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_DN	GSE411_WT_VS_SOCS3_KO_MACROPHAGE_DN		173	-0.3324419	-1.5429333	0.010351967	0.13283288	0.988	2749	tags=28%, list=18%, signal=33%	
GSE14026_TH1_VS_TH17_UP	GSE14026_TH1_VS_TH17_UP		149	-0.37236008	-1.5427539	0.020120725	0.13263915	0.988	2593	tags=26%, list=17%, signal=30%	
GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_DN	GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_DN		150	-0.32157665	-1.541577	0.006060606	0.13341549	0.988	2880	tags=28%, list=19%, signal=34%	
GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_UP	GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_UP		177	-0.32963383	-1.5406626	0.012024048	0.13387191	0.988	2667	tags=27%, list=17%, signal=32%	
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_12H_DN	GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_12H_DN		167	-0.32179707	-1.5396638	0.016528925	0.13435805	0.989	3330	tags=32%, list=22%, signal=40%	
GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_UP	GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_UP		173	-0.5268297	-1.5377809	0.12328767	0.13566166	0.99	2622	tags=42%, list=17%, signal=50%	
GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_UP	GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_UP		171	-0.3232623	-1.5374483	0.012072435	0.13564578	0.99	1914	tags=18%, list=12%, signal=20%	
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_UP	GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_UP		171	-0.31671894	-1.5374097	0.022727273	0.13532934	0.99	2749	tags=26%, list=18%, signal=31%	
GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP		166	-0.30073836	-1.5370802	0.008130081	0.13524918	0.99	3274	tags=32%, list=21%, signal=40%	
GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_DN	GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_DN		173	-0.3671426	-1.5363318	0.044989776	0.13556637	0.99	3126	tags=34%, list=20%, signal=42%	
GSE42021_TREG_PLN_VS_CD24LO_TREG_THYMUS_UP	GSE42021_TREG_PLN_VS_CD24LO_TREG_THYMUS_UP		161	-0.31489372	-1.5356214	0.021696253	0.13591264	0.99	3327	tags=36%, list=22%, signal=46%	
GSE7831_1H_VS_4H_CPG_STIM_PDC_UP	GSE7831_1H_VS_4H_CPG_STIM_PDC_UP		171	-0.29860133	-1.5355617	0.012269938	0.13560942	0.99	1888	tags=21%, list=12%, signal=24%	
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP	GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP		161	-0.32170737	-1.5351355	0.026104419	0.13563576	0.99	2723	tags=28%, list=18%, signal=34%	
GSE8685_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_DN	GSE8685_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_DN		176	-0.29450753	-1.5349302	0.0020242915	0.13546287	0.99	3607	tags=32%, list=23%, signal=41%	
GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_DN	GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_DN		146	-0.33812594	-1.5343593	0.024896266	0.13565286	0.99	3130	tags=29%, list=20%, signal=37%	
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP		182	-0.33303043	-1.5342368	0.00984252	0.1354328	0.99	2122	tags=26%, list=14%, signal=30%	
GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN	GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN		174	-0.31669977	-1.5336232	0.024952015	0.13572904	0.99	2668	tags=25%, list=17%, signal=30%	
GSE3982_MAST_CELL_VS_NEUTROPHIL_UP	GSE3982_MAST_CELL_VS_NEUTROPHIL_UP		174	-0.33341536	-1.532608	0.037848607	0.13632992	0.99	3283	tags=31%, list=21%, signal=39%	
