NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_DN	200	169		
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_UP	200	171		
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_DN	200	185		
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP	200	175		
GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_DN	200	172		
GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP	200	155		
GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_DN	196	163		
GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_UP	200	172		
GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN	199	173		
GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_UP	200	172		
GSE17301_IFNA2_VS_IFNA5_STIM_ACD3_ACD28_ACT_CD8_TCELL_DN	200	163		
GSE17301_IFNA2_VS_IFNA5_STIM_ACD3_ACD28_ACT_CD8_TCELL_UP	198	180		
GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_DN	199	170		
GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_UP	196	173		
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN	199	179		
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_UP	196	140		
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_DN	191	134		
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_UP	200	180		
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN	193	155		
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_UP	185	121		
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_IFNG_DERIVED_MACROPHAGE_DN	197	166		
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_IFNG_DERIVED_MACROPHAGE_UP	194	149		
GSE17580_TREG_VS_TEFF_DN	200	169		
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	200	164		
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP	200	173		
GSE17580_TREG_VS_TEFF_UP	200	172		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN	200	154		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP	200	189		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_DN	200	161		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_UP	199	172		
GSE17721_0.5H_VS_12H_CPG_BMDC_DN	199	168		
GSE17721_0.5H_VS_12H_CPG_BMDC_UP	200	175		
GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDC_DN	200	175		
GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDC_UP	200	173		
GSE17721_0.5H_VS_12H_LPS_BMDC_DN	199	166		
GSE17721_0.5H_VS_12H_LPS_BMDC_UP	198	165		
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_DN	200	176		
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP	200	166		
GSE17721_0.5H_VS_12H_POLYIC_BMDC_DN	200	174		
GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP	200	162		
GSE17721_0.5H_VS_24H_CPG_BMDC_DN	200	166		
GSE17721_0.5H_VS_24H_CPG_BMDC_UP	200	170		
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_DN	200	174		
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_UP	200	184		
GSE17721_0.5H_VS_24H_LPS_BMDC_DN	199	161		
GSE17721_0.5H_VS_24H_LPS_BMDC_UP	199	166		
GSE17721_0.5H_VS_24H_PAM3CSK4_BMDC_DN	200	174		
GSE17721_0.5H_VS_24H_PAM3CSK4_BMDC_UP	200	167		
GSE17721_0.5H_VS_24H_POLYIC_BMDC_DN	199	169		
GSE17721_0.5H_VS_24H_POLYIC_BMDC_UP	198	159		
GSE17721_0.5H_VS_4H_CPG_BMDC_DN	200	174		
GSE17721_0.5H_VS_4H_CPG_BMDC_UP	200	181		
GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDC_DN	200	180		
GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDC_UP	200	169		
GSE17721_0.5H_VS_4H_LPS_BMDC_DN	200	162		
GSE17721_0.5H_VS_4H_LPS_BMDC_UP	200	169		
GSE17721_0.5H_VS_4H_PAM3CSK4_BMDC_DN	200	176		
GSE17721_0.5H_VS_4H_PAM3CSK4_BMDC_UP	200	174		
GSE17721_0.5H_VS_4H_POLYIC_BMDC_DN	200	177		
GSE17721_0.5H_VS_4H_POLYIC_BMDC_UP	200	146		
GSE17721_0.5H_VS_8H_CPG_BMDC_DN	199	175		
GSE17721_0.5H_VS_8H_CPG_BMDC_UP	200	180		
GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_DN	199	178		
GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_UP	199	170		
GSE17721_0.5H_VS_8H_LPS_BMDC_DN	199	163		
GSE17721_0.5H_VS_8H_LPS_BMDC_UP	199	180		
GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_DN	200	163		
GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP	200	166		
GSE17721_0.5H_VS_8H_POLYIC_BMDC_DN	199	172		
GSE17721_0.5H_VS_8H_POLYIC_BMDC_UP	200	172		
GSE17721_12H_VS_24H_CPG_BMDC_DN	200	161		
GSE17721_12H_VS_24H_CPG_BMDC_UP	199	168		
GSE17721_12H_VS_24H_GARDIQUIMOD_BMDC_DN	200	163		
GSE17721_12H_VS_24H_GARDIQUIMOD_BMDC_UP	199	164		
GSE17721_12H_VS_24H_LPS_BMDC_DN	200	170		
GSE17721_12H_VS_24H_LPS_BMDC_UP	200	174		
GSE17721_12H_VS_24H_PAM3CSK4_BMDC_DN	200	176		
GSE17721_12H_VS_24H_PAM3CSK4_BMDC_UP	200	159		
GSE17721_12H_VS_24H_POLYIC_BMDC_DN	200	175		
GSE17721_12H_VS_24H_POLYIC_BMDC_UP	200	168		
GSE17721_4H_VS_24H_POLYIC_BMDC_DN	200	177		
GSE17721_4H_VS_24H_POLYIC_BMDC_UP	199	168		
GSE17721_4_VS_24H_CPG_BMDC_DN	200	169		
GSE17721_4_VS_24H_CPG_BMDC_UP	200	158		
GSE17721_4_VS_24H_GARDIQUIMOD_BMDC_DN	199	174		
GSE17721_4_VS_24H_GARDIQUIMOD_BMDC_UP	200	176		
GSE17721_ALL_VS_24H_PAM3CSK4_BMDC_DN	200	163		
GSE17721_ALL_VS_24H_PAM3CSK4_BMDC_UP	200	171		
GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_DN	200	167		
GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_UP	199	154		
GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_DN	200	169		
GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_UP	200	154		
GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN	199	167		
GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_UP	200	162		
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN	200	174		
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP	200	167		
GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_DN	200	165		
GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_UP	200	168		
GSE17721_CPG_VS_GARDIQUIMOD_2H_BMDC_DN	200	178		
GSE17721_CPG_VS_GARDIQUIMOD_2H_BMDC_UP	200	162		
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN	200	176		
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_UP	200	168		
GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_DN	200	176		
GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_UP	199	165		
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_DN	200	173		
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP	199	166		
GSE17721_CTRL_VS_CPG_0.5H_BMDC_DN	200	152		
GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP	199	176		
GSE17721_CTRL_VS_CPG_12H_BMDC_DN	199	152		
GSE17721_CTRL_VS_CPG_12H_BMDC_UP	200	177		
GSE17721_CTRL_VS_CPG_1H_BMDC_DN	200	149		
GSE17721_CTRL_VS_CPG_1H_BMDC_UP	200	171		
GSE17721_CTRL_VS_CPG_24H_BMDC_DN	199	167		
GSE17721_CTRL_VS_CPG_24H_BMDC_UP	200	159		
GSE17721_CTRL_VS_CPG_2H_BMDC_DN	200	156		
GSE17721_CTRL_VS_CPG_2H_BMDC_UP	200	168		
GSE17721_CTRL_VS_CPG_4H_BMDC_DN	200	169		
GSE17721_CTRL_VS_CPG_4H_BMDC_UP	200	167		
GSE17721_CTRL_VS_CPG_6H_BMDC_DN	200	173		
GSE17721_CTRL_VS_CPG_6H_BMDC_UP	200	177		
GSE17721_CTRL_VS_CPG_8H_BMDC_DN	200	168		
GSE17721_CTRL_VS_CPG_8H_BMDC_UP	200	174		
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_DN	199	163		
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	200	178		
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN	198	168		
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_UP	200	167		
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	200	161		
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	200	170		
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_DN	199	159		
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_UP	200	174		
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN	200	174		
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP	200	152		
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN	200	166		
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP	200	174		
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN	199	168		
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_UP	200	170		
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_DN	200	168		
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_UP	200	169		
GSE17721_CTRL_VS_LPS_0.5H_BMDC_DN	200	160		
GSE17721_CTRL_VS_LPS_0.5H_BMDC_UP	200	163		
GSE17721_CTRL_VS_LPS_12H_BMDC_DN	199	157		
GSE17721_CTRL_VS_LPS_12H_BMDC_UP	199	176		
GSE17721_CTRL_VS_LPS_1H_BMDC_DN	199	156		
GSE17721_CTRL_VS_LPS_1H_BMDC_UP	200	162		
GSE17721_CTRL_VS_LPS_24H_BMDC_DN	200	169		
GSE17721_CTRL_VS_LPS_24H_BMDC_UP	199	176		
GSE17721_CTRL_VS_LPS_2H_BMDC_DN	200	158		
GSE17721_CTRL_VS_LPS_2H_BMDC_UP	200	161		
GSE17721_CTRL_VS_LPS_4H_BMDC_DN	200	157		
GSE17721_CTRL_VS_LPS_4H_BMDC_UP	200	178		
GSE17721_CTRL_VS_LPS_6H_BMDC_DN	199	162		
GSE17721_CTRL_VS_LPS_6H_BMDC_UP	200	173		
GSE17721_CTRL_VS_LPS_8H_BMDC_DN	199	163		
GSE17721_CTRL_VS_LPS_8H_BMDC_UP	200	175		
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN	200	160		
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP	200	156		
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_DN	199	162		
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_UP	200	168		
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_DN	199	166		
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP	199	171		
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN	200	156		
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP	200	179		
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_DN	200	149		
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP	199	173		
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN	199	164		
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP	200	175		
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_DN	200	167		
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP	200	173		
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_DN	200	164		
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP	200	174		
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN	199	161		
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_UP	200	170		
GSE17721_CTRL_VS_POLYIC_12H_BMDC_DN	200	171		
GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP	200	181		
GSE17721_CTRL_VS_POLYIC_1H_BMDC_DN	199	156		
GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP	200	167		
GSE17721_CTRL_VS_POLYIC_24H_BMDC_DN	200	167		
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	199	171		
GSE17721_CTRL_VS_POLYIC_2H_BMDC_DN	200	163		
GSE17721_CTRL_VS_POLYIC_2H_BMDC_UP	199	163		
GSE17721_CTRL_VS_POLYIC_4H_BMDC_DN	200	167		
GSE17721_CTRL_VS_POLYIC_4H_BMDC_UP	200	175		
GSE17721_CTRL_VS_POLYIC_6H_BMDC_DN	199	160		
GSE17721_CTRL_VS_POLYIC_6H_BMDC_UP	198	174		
GSE17721_CTRL_VS_POLYIC_8H_BMDC_DN	199	170		
GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP	199	175		
GSE17721_LPS_VS_CPG_0.5H_BMDC_DN	200	156		
GSE17721_LPS_VS_CPG_0.5H_BMDC_UP	198	160		
GSE17721_LPS_VS_CPG_12H_BMDC_DN	200	162		
GSE17721_LPS_VS_CPG_12H_BMDC_UP	199	170		
GSE17721_LPS_VS_CPG_16H_BMDC_DN	200	164		
GSE17721_LPS_VS_CPG_16H_BMDC_UP	200	165		
GSE17721_LPS_VS_CPG_1H_BMDC_DN	200	173		
GSE17721_LPS_VS_CPG_1H_BMDC_UP	200	163		
GSE17721_LPS_VS_CPG_24H_BMDC_DN	200	165		
GSE17721_LPS_VS_CPG_24H_BMDC_UP	199	160		
GSE17721_LPS_VS_CPG_2H_BMDC_DN	200	154		
GSE17721_LPS_VS_CPG_2H_BMDC_UP	200	166		
GSE17721_LPS_VS_CPG_4H_BMDC_DN	198	162		
GSE17721_LPS_VS_CPG_4H_BMDC_UP	200	175		
GSE17721_LPS_VS_CPG_6H_BMDC_DN	200	166		
GSE17721_LPS_VS_CPG_6H_BMDC_UP	200	174		
GSE17721_LPS_VS_CPG_8H_BMDC_DN	200	166		
GSE17721_LPS_VS_CPG_8H_BMDC_UP	200	165		
GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_DN	200	163		
GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP	199	159		
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_DN	199	170		
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP	199	171		
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_DN	200	171		
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP	199	167		
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_DN	200	170		
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP	200	150		
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_DN	200	170		
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP	199	167		
GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_DN	200	174		
GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP	200	170		
GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDC_DN	199	164		
GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDC_UP	200	166		
GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDC_DN	199	178		
GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDC_UP	200	179		
GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDC_DN	200	170		
GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDC_UP	200	176		
GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN	199	156		
GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_UP	200	153		
GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_DN	199	168		
GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_UP	200	169		
GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_DN	200	167		
GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP	200	176		
GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN	199	167		
GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_UP	200	164		
GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_DN	200	166		
GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_UP	200	177		
GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_DN	200	151		
GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP	200	167		
GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_DN	199	172		
GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_UP	199	173		
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_DN	199	169		
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP	199	163		
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_DN	199	176		
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP	200	170		
GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN	199	156		
GSE17721_LPS_VS_POLYIC_0.5H_BMDC_UP	200	158		
GSE17721_LPS_VS_POLYIC_12H_BMDC_DN	200	167		
GSE17721_LPS_VS_POLYIC_12H_BMDC_UP	200	172		
GSE17721_LPS_VS_POLYIC_16H_BMDC_DN	200	179		
GSE17721_LPS_VS_POLYIC_16H_BMDC_UP	200	173		
GSE17721_LPS_VS_POLYIC_1H_BMDC_DN	199	161		
GSE17721_LPS_VS_POLYIC_1H_BMDC_UP	200	170		
GSE17721_LPS_VS_POLYIC_24H_BMDC_DN	199	166		
GSE17721_LPS_VS_POLYIC_24H_BMDC_UP	199	178		
GSE17721_LPS_VS_POLYIC_2H_BMDC_DN	200	175		
GSE17721_LPS_VS_POLYIC_2H_BMDC_UP	200	167		
GSE17721_LPS_VS_POLYIC_4H_BMDC_DN	199	161		
GSE17721_LPS_VS_POLYIC_4H_BMDC_UP	200	171		
GSE17721_LPS_VS_POLYIC_6H_BMDC_DN	199	179		
GSE17721_LPS_VS_POLYIC_6H_BMDC_UP	200	166		
GSE17721_LPS_VS_POLYIC_8H_BMDC_DN	199	168		
GSE17721_LPS_VS_POLYIC_8H_BMDC_UP	200	172		
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_DN	200	151		
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP	200	171		
GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_DN	200	163		
GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP	200	166		
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN	199	162		
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_UP	200	156		
GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_DN	199	174		
GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP	200	169		
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_DN	200	172		
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP	200	165		
GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_DN	200	155		
GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_UP	199	157		
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN	200	170		
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP	200	174		
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN	200	169		
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_UP	200	173		
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	200	170		
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_UP	200	171		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_DN	200	165		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP	200	153		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN	200	172		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP	200	157		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_DN	200	175		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_UP	200	166		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_DN	200	169		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP	200	156		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_DN	200	170		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP	200	173		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_DN	200	165		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP	200	158		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_DN	200	165		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP	200	170		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN	200	165		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_UP	200	170		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_DN	200	180		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP	199	174		
GSE17721_POLYIC_VS_CPG_0.5H_BMDC_DN	200	172		
GSE17721_POLYIC_VS_CPG_0.5H_BMDC_UP	199	146		
GSE17721_POLYIC_VS_CPG_12H_BMDC_DN	200	163		
GSE17721_POLYIC_VS_CPG_12H_BMDC_UP	200	167		
GSE17721_POLYIC_VS_CPG_16H_BMDC_DN	200	175		
GSE17721_POLYIC_VS_CPG_16H_BMDC_UP	200	176		
GSE17721_POLYIC_VS_CPG_1H_BMDC_DN	200	166		
GSE17721_POLYIC_VS_CPG_1H_BMDC_UP	200	179		
GSE17721_POLYIC_VS_CPG_24H_BMDC_DN	200	172		
GSE17721_POLYIC_VS_CPG_24H_BMDC_UP	198	162		
GSE17721_POLYIC_VS_CPG_2H_BMDC_DN	200	164		
GSE17721_POLYIC_VS_CPG_2H_BMDC_UP	200	182		
GSE17721_POLYIC_VS_CPG_4H_BMDC_DN	200	167		
GSE17721_POLYIC_VS_CPG_4H_BMDC_UP	200	165		
GSE17721_POLYIC_VS_CPG_6H_BMDC_DN	200	172		
GSE17721_POLYIC_VS_CPG_6H_BMDC_UP	200	173		
GSE17721_POLYIC_VS_CPG_8H_BMDC_DN	199	173		
GSE17721_POLYIC_VS_CPG_8H_BMDC_UP	199	175		
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_DN	200	174		
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP	200	159		
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN	200	168		
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_UP	200	169		
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN	200	167		
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_UP	200	165		
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_DN	199	166		
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_UP	200	163		
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_DN	199	170		
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_UP	200	162		
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_DN	200	165		
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_UP	200	158		
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_DN	200	175		
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_UP	200	168		
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_DN	199	172		
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_UP	200	176		
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN	200	175		
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP	200	168		
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN	200	170		
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_UP	200	141		
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_DN	200	173		
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_UP	200	178		
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	199	175		
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP	200	179		
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_DN	200	169		
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_UP	199	169		
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_DN	199	173		
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP	199	170		
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_DN	200	158		
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP	200	177		
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	200	171		
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP	200	166		
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_DN	199	175		
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_UP	200	168		
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_DN	200	174		
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_UP	200	172		
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_DN	200	175		
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP	200	176		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN	194	143		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_UP	197	166		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_12H_DN	193	133		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_12H_UP	198	177		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_DN	196	160		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP	188	154		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_DN	199	182		
