	baseMean	log2FoldChange	lfcSE	pvalue	padj
AC006499.6	1.50740723126244	0.436549743375463	0.426798993955246	0.0288617005563991	0.0873578038612045
RAF1P1	1.76845430712451	0.965182871885739	0.614498129506116	0.00230673975147169	0.0104799022137959
WDR1	15006.7524492671	0.114402436332898	0.0636339910771126	0.028053664902757	0.0852632509658979
AC093323.1	17.4061233528667	-0.391367978294678	0.173649289490197	0.00263753815511294	0.0117454075136952
PCGF3	479.781134310716	0.00566092457629385	0.0589402049247002	0.907451219529277	0.953820692682092
RHOH	869.577646292456	1.65911613755616	0.148801963981458	4.36111226413467e-30	1.08113549333536e-27
CASP3	472.965693670999	-0.154678376758316	0.0790125951550778	0.0134074667253941	0.0462407032084661
AC097376.2	54.4889255032723	-0.213982713134992	0.119490477676911	0.0153479810835861	0.0517874809406145
AC139713.2	8.26007001714201	0.144978201852387	0.195664015097163	0.203245499418386	0.384020146559477
ABCE1	163.708828877761	-0.0453836735945429	0.0833687657203599	0.467563761762738	0.659396296232358
OTUD4	1767.10786541286	0.570013673191582	0.0873646365035741	5.66517931866508e-12	1.35858659278383e-10
ART3	41.7489729213043	3.33905370354799	0.398686730445505	1.08102541472692e-20	8.05912280196419e-19
ATP8A1	272.579710533005	0.0853831349746867	0.0656238702796246	0.105744461432402	0.239282749195326
BOD1L1	1520.03845005323	0.0248054892151918	0.109451938521941	0.743689185234431	0.861753036852152
AC096734.2	1.07022902961154	-0.131133575601781	0.289129582314505	0.322476719478291	0.521490307297024
AC093895.1	15.7327211048067	-0.136995459353274	0.174791481154509	0.197788177786542	0.376489737065542
AC096577.1	25.8316067039215	0.710364237460012	0.214103292599496	3.672796069046e-05	0.000264884163745848
LINC02268	1.70783153918179	0.675235333867033	0.467967189972353	0.00601116278145788	0.023719082804564
LINC02428	4.6377477032826	0.0859370634765602	0.183080453829757	0.420142437207228	0.615817836442223
LINC02432	351.956314732292	-0.100595026115001	0.135688586413433	0.257615933862482	0.45093198257375
RPL34-AS1	10.8575383932594	0.0399357361259891	0.140247911281813	0.656945662838508	0.805465019578426
LEF1-AS1	1.96861647147044	0.045190770381387	0.213633119342182	0.68929943703436	0.827689325580759
LINC02506	9.07520570931259	-0.0904064431547383	0.291117008099049	0.480334883793722	0.67073169525331
AC108866.1	51.5723091157828	0.108478741982591	0.0842658395008232	0.0887350246664945	0.209935824714015
FRG1-DT	13.3377531995931	0.47795082340607	0.277017879902851	0.00613969089107325	0.0241595486277918
AP001816.1	32.4497450186245	-0.106330814929621	0.118100606901916	0.188570766412978	0.364673110705022
KLF3-AS1	23.0429014491308	-0.213934458345882	0.144335495223283	0.0322481080489073	0.0954607625130209
LINC01091	30.6739474645132	1.03007950829542	0.230241324739083	2.98634006184107e-07	3.24600808834875e-06
LINC00499	106.200421125091	0.0597771544841146	0.125243101605634	0.473528930217722	0.665068110390144
LINC01060	3.95225355366663	0.248478509172288	0.22054078452611	0.0581893341971258	0.152445090455826
AC116565.2	0.819961331959815	-0.15925838147706	0.300369419339681	0.247245186041413	0.438372852045507
AC098864.1	3.73750802567567	0.0421506228407055	0.173381408140063	0.680070214116665	0.821562658676946
STX18-AS1	46.6377299888465	1.37423976625578	0.214849483805569	1.05350704552847e-11	2.41123036360332e-10
LINC02232	1.21019836353146	0.00206221518977311	0.262664649341599	0.986298862317831	0.99461308523092
LINC01088	6.11806589958487	-0.0967008421410994	0.167914840489578	0.342507962499775	0.542194478873316
NOP14-AS1	69.7476733253912	-0.229354403932058	0.106523828787531	0.00567305505462469	0.0226306283063121
AC107067.1	20.610132004027	2.81188103140647	0.302324985246253	1.07948084364128e-22	1.00960899267104e-20
UBA6-AS1	34.9898652139919	-0.050415220019818	0.0972161502152644	0.469477980180503	0.661402013203724
AC107068.2	1.98869778734849	0.0578333543054741	0.23787199956611	0.624958972336668	0.783203711522144
SEC24B-AS1	37.5190110633142	0.0227806355884071	0.0973959655101018	0.744275734096467	0.861959523811819
AC096564.1	62.4741196169138	0.520370761639486	0.152510039629711	5.66693480651918e-05	0.000393662561036254
LINC00989	3.17409035362515	-0.0604623871649713	0.215407878403272	0.595995863911712	0.761548214360516
AC097460.1	13.8648407780002	-0.146814698585826	0.166674468613318	0.157832888218496	0.32109645125408
SNHG8	211.641639725341	0.0233896014784604	0.0814001320306071	0.703517332014101	0.837332953428201
TMED11P	13.2395339768708	-0.289986020992052	0.280846801826819	0.0555699847036112	0.147270479812146
AC096733.2	156.370215294811	0.609900121157162	0.109303449750556	1.51163342096442e-09	2.46070959412689e-08
TBC1D9	3721.82669696701	0.413811636299897	0.0983333294818927	4.70546148695255e-06	4.07489796109157e-05
RNF4	316.161365980135	-0.460975884151836	0.0813061517293276	2.66905535801021e-09	4.15419690214963e-08
SCFD2	213.229578500544	0.000404730985209882	0.0690622435686163	0.9940939950012	0.99787767261481
FIP1L1	4.82296899061328	-0.25470831177863	0.21603962574543	0.0509776055085292	0.137906285951025
LINC02273	2.52551395081288	0.521697238191091	0.406928041941366	0.0131452221677761	0.0455270310257804
AC079340.2	1.64311094673886	0.166126456229907	0.314777375174519	0.236751423006493	0.425772403054408
AC080078.1	2.53217749028338	-0.399368650336926	0.31854749739671	0.0221348782968744	0.0700903748594164
AC080078.2	2.1065209188529	-0.433722848344256	0.362117794925729	0.0213650905791184	0.0681090488193587
FBXW7	2257.97880366672	-0.290747982992361	0.0699823765952004	6.19313027533527e-06	5.25700695318888e-05
MIR4453HG	53.4662344595568	-0.0876911555251382	0.100888488538897	0.222659483758684	0.408801779050476
AC023424.2	1.6033956967916	-0.0604681155897182	0.218707160223882	0.598246484536402	0.763239066581163
AC023424.1	1.3336785103978	0.0360404544491415	0.253317322047487	0.763273474732735	0.873428341922071
TIGD4	1.35014840070057	-0.031148419006399	0.243990833111721	0.792020634209289	0.89189221896305
ZAR1	1.66417720700161	-0.483143441778675	0.462618977539817	0.0231671747816879	0.0727323448745819
FRYL	1262.62722972427	-0.225848390686643	0.0690675000012706	0.000174931831884761	0.00108122480410359
AC105285.1	55.3438702229566	0.0746557198930381	0.0881347064570709	0.251738266988224	0.443625092630155
GALNT7	677.293278486843	-0.0990676866250807	0.0622952829274877	0.0519718513753605	0.139956246704149
AC097534.2	7.6390632096422	0.00436074014337637	0.160152006580587	0.964303285372643	0.983372374477252
HAND2-AS1	21.1753342719586	0.0386219064635167	0.11138162230116	0.614939930111822	0.775781974370377
CICP16	2.56292443583037	-0.0204422386870587	0.187738698278904	0.847272416968009	0.921090360412836
AC110079.2	3.25936689387468	0.110162236679389	0.233133006373048	0.362686663429911	0.561885379194574
METTL14	183.086540661606	-0.499955988182676	0.0691234017534935	7.08191019892044e-14	2.18404070188913e-12
GLRB	0.91255531266387	0.194008244456231	0.355938436989441	0.192908420995497	0.370061874921066
PDE5A	5.84515856979473	0.0327031021987406	0.175947635339753	0.750551485524948	0.865740927631087
ZNF518B	388.340332624622	-0.432686862256535	0.0823589567705993	3.11373596543549e-08	4.02944850470444e-07
KIAA1211	21.313966115348	0.624916794556871	0.245661101237823	0.000509832632579269	0.00280190070725188
SRP72	1114.49827967977	-0.0174115283652271	0.0690366081680528	0.749993505328299	0.865651377474232
BIN2P1	2.69891607393066	0.0325222704687301	0.177212211553187	0.752785370639751	0.86692291858082
AC116631.1	13.5137633066397	-0.104932586071563	0.139674606944199	0.247648369125239	0.438785227169631
AC124016.2	6.90850869763315	-0.0668013932675665	0.149601750963292	0.477483934002873	0.668574986460913
HNRNPD	2622.56387573515	0.0785172954320248	0.070197826782188	0.156177069710819	0.318515153768441
AC124016.1	34.2126971169869	-0.0112830595338798	0.0953578200669525	0.869770769767439	0.93409903224254
IGBP1P4	3.69976876165333	-0.169514352115049	0.209633463805913	0.158193514624415	0.321551478612564
HNRNPDL	2094.76246697881	0.0535969466631982	0.0666775202585518	0.313869904187315	0.511580097319248
HSPA4L	7.88362654502629	0.0103485955651898	0.152344096919315	0.912896396230098	0.956744066053608
PLK4	12.0076421640481	-0.0668721033813747	0.140007162294305	0.457720098561598	0.651137219856432
MFSD8	128.15422719522	-0.0884946730636905	0.0839278816249174	0.160777734256881	0.325382380256673
PGRMC2	146.411052731387	-0.228786978175907	0.088363938428008	0.0016334547846055	0.00776929395470246
AC108062.1	12.2048786428768	-0.0574345025316882	0.121272050204938	0.481182484704724	0.671224085663859
AC110609.1	1.52505539298469	0.0793655458361741	0.241821542803585	0.509593702436084	0.695517111301117
LARP1B	205.960106248957	0.0446086895454189	0.064712547586146	0.391616222620439	0.58923239039205
CBR4	138.923400501491	0.0189106680480898	0.0670099696245348	0.723612979200431	0.85006712226201
AC021151.1	1.75696606116532	-0.144099418391536	0.265720683943225	0.269455752718267	0.463599723342416
PALLD	58.4518234928091	0.284935085434229	0.195399585051129	0.024970377331141	0.077284970512268
AC106897.1	1.35480441688067	0.331874772316549	0.371090291667712	0.056639195312434	0.14950713056429
PDLIM3	1.30613086265352	0.226619486097905	0.341019667529252	0.138286654163589	0.291177465827876
SLC4A4	6.85454732933734	0.0556753779658095	0.143681261474665	0.542736317696601	0.721404552514552
RAPGEF2	6868.39978092613	0.843338075615536	0.129357724887738	2.41297128773282e-12	6.1676145610423e-11
TMEM154	1499.59368291414	-0.052529730145944	0.0836200567459541	0.401490889844696	0.59785146061827
ANK2	9.5404938725406	0.0983501970985502	0.148903104154789	0.298010188357961	0.494983664486067
FAM241A	303.324808002111	0.122583083516418	0.0711542380444671	0.030848364155736	0.0921911315713035
NKX6-1	1.69851221381019	0.0469950105927948	0.247990124593674	0.693844431037526	0.829985853860869
CDS1	105.653056763217	-0.360382195592433	0.194888221926135	0.00767036664965776	0.0290900332260235
WDFY3	3658.25184548479	0.0237399049696233	0.0607742678987723	0.633393204680995	0.788761034891735
WDFY3-AS2	17.2805011445716	-0.017753393626107	0.120950534347643	0.827279255510523	0.912175015346686
CAMK2D	869.58483438329	0.357486479750467	0.163098396677439	0.00349238018962651	0.0149054583658484
CLCN3	649.482452100716	-0.0490524697531364	0.0489481571899134	0.243836931067122	0.43461440520072
PTGES3P3	9.28357683808936	-0.140768584345718	0.160106136069501	0.163390864402742	0.329002117396252
CRMP1	25.8489716774482	0.0973684476535963	0.197946316611899	0.382870754516262	0.580627111212162
YTHDC1	1724.65940263268	0.309311936386409	0.0552906226511808	5.53705075142313e-09	8.14369951831896e-08
MT2P1	7.19458632393329	-0.0128516698981469	0.194680697177812	0.905183518570062	0.952737023791376
TMPRSS11E	0.921981396745298	-0.0655140311347223	0.282020810991616	0.599773741864994	0.764419357919708
ACSL1	37743.7394053786	0.385081142306069	0.123232186251234	0.000250452384241818	0.00149111928766193
MIR3945HG	620.893727194607	1.69834743049765	0.137024601981846	1.67954527610632e-36	7.51267904373123e-34
LINC01093	72.7663140168824	1.97528994675974	0.161854645998979	1.5812989019019e-35	6.37976592265362e-33
PLRG1	437.817305082108	-0.12309830170036	0.0554579987733768	0.00897409014483422	0.0330146395172732
FGF2	8.41752844223352	2.04248612279132	0.36519613634892	7.27979650884239e-10	1.25032631858048e-08
AC147067.1	24.0581566146496	-0.402123039521694	0.163730050408721	0.00153086601183965	0.00735960258402166
FGFR3	1.76172573921835	-0.0383057745362883	0.23998882240245	0.744946562500919	0.862529990997632
SPON2	53.9266041855979	0.121220557256563	0.145093738930055	0.196037020770692	0.374318646935576
GAB1	316.34391933161	-0.290748229867282	0.1031107297279	0.000750100543337376	0.00393024415067733
SMARCA5-AS1	28.8776439978265	0.222190822431283	0.154946403480144	0.0347507773795524	0.101279319456327
QDPR	220.104642607309	0.0357499709856757	0.0728671117344878	0.52878942362491	0.71032323715891
UGDH-AS1	13.4814550672475	-0.00780857856260144	0.134697489752947	0.928894538844273	0.964471616857232
SMIM14	201.533116548287	0.0270359675074848	0.0731393775071737	0.634866316669087	0.789879651102127
UBE2K	1164.87985275056	-0.141904321759086	0.051755948157496	0.00161398191766433	0.00770338481509191
AC108471.2	47.0476499812543	0.272471832309312	0.166777936902832	0.0179255342988702	0.058928869425396
PDS5A	1501.88454649252	-0.00612374832038487	0.0492756982908345	0.885286140661805	0.942546188050155
AC098591.1	67.0521368303133	0.582767140416415	0.153261799820555	9.96335757935323e-06	8.08064822833157e-05
N4BP2	476.168753302942	0.285841353463193	0.0722753035016561	1.39434102768364e-05	0.000110049716093665
TBC1D14	914.984975360951	-0.0305418563975409	0.0683374802015784	0.573154476539772	0.745584572360901
AC097382.2	2.61462579942935	0.0321140550580658	0.213584162441296	0.775523387026725	0.881855165043487
TADA2B	437.840392886161	-0.641656055495352	0.0741083252049982	2.21018483135896e-19	1.42114884656381e-17
GRPEL1	833.017190249663	0.157755494173023	0.0736510210318247	0.00806341465586551	0.0302815878735333
LINC02447	4.99626399888074	-0.0232113009647002	0.148093450621525	0.802946044174542	0.898147203312605
RN7SKP36	8.10620716380263	0.0315636368257056	0.12601281233451	0.706029540443231	0.839227389420153
RAB33B	222.647044594079	-0.231668572794863	0.0894565935170901	0.00162128708252344	0.00772749664350298
TIFA	363.852576056491	0.685723468893194	0.135436843080306	1.77943384631032e-08	2.40720781207634e-07
GRIA2	12.2858267893308	0.118125553787277	0.181950326369493	0.273096790725872	0.467490812477166
AC024243.1	1.67941428437439	-0.0114397349024727	0.220164251382927	0.919773008749049	0.960266090948979
PDCL2	1.74626417565405	0.232469868172132	0.340599858818399	0.130598537591281	0.279654023257176
NMU	0.671645995086392	0.0291854655697074	0.279863622019899	0.811566155636473	0.902116708347793
EXOC1	474.446164073428	0.0192847030058538	0.0560074089861643	0.680505876813524	0.821815290604241
CEP135	286.654958496427	0.0703280465046448	0.0692426629501764	0.199006132953847	0.378163113378127
SORBS2	37.7637120844742	1.35382966803668	0.208705607561165	5.94077601256048e-12	1.42136520040052e-10
INPP4B	42.1554504985656	1.21683065343102	0.210333295181347	4.41181347450522e-10	7.92124555422508e-09
FAM149A	0.678339690141487	0.152931466050403	0.319780746838011	0.271343792970861	0.465808779682512
AC021127.1	16.1206215597292	2.42748191486532	0.272363952231092	1.33115050381561e-20	9.78205455946789e-19
PRDM8	261.020007046001	1.51074234956316	0.177600981134464	1.20102880844538e-18	6.73361546664093e-17
FGF5	0.348454993848125	0.0706046703625715	0.33136210159374	0.581980639313224	0.751992727851139
LINC01094	68.5099201232521	-1.08242697018469	0.160823234850621	1.05849125313587e-12	2.83957184152852e-11
CC2D2A	662.949433510807	-0.103319499701175	0.121427037640737	0.209692272879353	0.392568997865811
NAA15	700.349009751464	0.104159520247464	0.0789211153356505	0.0861557081691369	0.205461135749242
THEGL	6.54447107260525	0.56659921305815	0.310240838543228	0.00359048201316424	0.0152639995667081
CTBP1-AS2	81.7413583230438	0.00260329149802667	0.069263127335955	0.962104573321245	0.982347345209307
RNF212	24.258592434065	-0.862968700545744	0.19758975687752	4.33761426373294e-07	4.58636953188946e-06
LIMCH1	12.4131366060965	-0.000933577766255221	0.1389344809278	0.991657751586157	0.997163199031914
LINC02174	0.440588984491589	0.0112916846080773	0.28511824097655	0.926468320689531	0.96334061815151
GALNTL6	17.6136310024223	0.512408695138364	0.171430935752275	0.000224443846463566	0.00135088141767848
AC108475.1	1.45195657399632	0.111075056178428	0.280908079107001	0.389745571358164	0.587631338482126
ZNF732	0.919562635481966	0.0603188079334579	0.231816842475186	0.607264845763121	0.769685934854132
ZNF141	113.845596591249	-0.335534485694544	0.0811531823003497	7.19135711026439e-06	6.00768834351604e-05
AC092574.2	2.67033568172721	0.0219464797725856	0.211037416691741	0.844443695625091	0.91990804670224
ZNF721	76.2956348743281	-0.066352374828771	0.098866794438641	0.347330300461928	0.547721356706364
CTBP1	820.414863678507	-0.0914894319122649	0.0366168989886507	0.00627009200177477	0.0245974095383256
C4orf22	4.10100881989237	0.182243113072693	0.199564535760531	0.123031359869061	0.26748203017322
PRKG2	1.62372907101088	-0.0946468368758075	0.267022954417997	0.451088794209456	0.644941766756176
BMPR1B	5.85864273896854	0.045928384394429	0.179123653474033	0.659050990698084	0.806895344151227
UNC5C	110.427200649931	1.4722770630167	0.194201554205593	2.30754097998947e-15	8.76014081259473e-14
AC106881.1	13.0699624649582	2.72918729414055	0.420084646213526	5.70188796204491e-13	1.57268159124713e-11
EIF4E	1184.53649208382	0.300391167756617	0.0893767864084394	0.000130252889491227	0.000832841346852541
AC019131.1	553.361095546437	1.27376623780476	0.137582097541517	1.82773800203802e-21	1.47480537764448e-19
METAP1	385.868294834212	-0.234747519945487	0.0663952186901868	6.58783592922208e-05	0.000449440689919342
AC019131.2	1.77327588198699	-0.0313014853629453	0.229642636573001	0.786826217770722	0.889252787918839
ADH5	470.861910631689	0.124200394432373	0.0863319465210291	0.0573832581038406	0.151044891741669
AP002026.1	5.97185352742952	0.567333251015423	0.348356535269732	0.00554504141037692	0.0222103897332909
PACRGL	63.7666216246952	-0.152035613985721	0.100824665794281	0.0408008883546658	0.115144572594377
KCNIP4	11.7459325652597	0.065527596730389	0.135153380524646	0.456107910182993	0.6498771802455
ARL9	2.815364153935	-0.0483437944113657	0.206216695654277	0.664496453713135	0.81119424690605
HOPX	43.8802884991051	0.0177317822680376	0.198748853502786	0.870722856931858	0.934505205114542
FRG1	316.564625521015	-0.267588739491513	0.0805644360434224	0.000147095645493271	0.000925861120119162
LINC02265	20.5169793026183	1.63513907524797	0.218603681877219	4.2911795157484e-15	1.57952253517065e-13
CHRNA9	1.13404564316634	0.0612199739893988	0.254230854764596	0.613226501314046	0.774332524764518
RBM47	6720.19989955527	0.0682647340539387	0.0765118103682788	0.245895036976344	0.436807069051649
APBB2	135.269255897422	0.111867686584767	0.161958973962007	0.264485894058545	0.458510553218352
TMEM33	1616.28092635304	-0.00443907868379212	0.0440875356994023	0.908926456463317	0.954382055939437
ADAMTS3	5.27879945707747	-0.000543940720831853	0.213291039971046	0.996129617582893	0.998490472787088
AC053527.1	58.2055510079196	-0.253851778119388	0.103727756555044	0.00236061450464537	0.0106986793056351
PPEF2	5.27749082504253	-0.0990418237400791	0.195588505324256	0.37225360275269	0.571257642583908
RPS3A	493.665986379346	-0.0128910301023597	0.108287128225568	0.864104623970064	0.930782993550835
SH3D19	96.7248232667817	-0.0387898312228183	0.0786671416530153	0.5175925132757	0.70092447497575
AC104819.3	1.08778428943413	0.0982614701238708	0.266137540085091	0.434766281231657	0.629140657052013
TMEM131L	1257.84799976656	-0.254485653703994	0.0939230049094156	0.00108939126966243	0.00545916092658892
TLR2	10752.2473935667	-0.0391435426751188	0.0726177344154446	0.489302391765753	0.678939537074235
RNF175	417.090677161853	-0.350105028232798	0.101031701548857	8.90947317171178e-05	0.00058870044952197
SFRP2	2.59097307859404	-0.0231091509645597	0.221195776478529	0.839304653122767	0.91806873613873
ABLIM2	7.0816976834347	-0.0478651051837042	0.136975142271915	0.588914371114939	0.756351170342737
AC104825.1	9.01197387394121	0.768404008442475	0.281683756340147	0.000212691851594021	0.00128527093638725
ACOX3	936.430755741907	1.17843987623626	0.0859678382169714	9.4547377743344e-44	1.14435696732179e-40
ABHD18	178.420829513836	-0.106421284832101	0.060535644996724	0.033379255734648	0.0980739063253058
PDGFC	343.959314099369	-0.0371245099990378	0.0950922518956735	0.588493050787021	0.756140440426735
TRIM61	2.99724975730386	-0.29807575156797	0.3028577931553	0.0579293796952437	0.151957536538671
AC026412.3	2.72179275493539	-0.228219422383854	0.295912278265301	0.118764784320715	0.260411786251388
ICE1	684.804847243603	-0.20245312515782	0.0779801649825738	0.00171219443087212	0.00809887646198268
ADAMTS16	0.840511290813627	0.00752724196786252	0.297090582223147	0.95123779199149	0.976049674277485
MRPL36	52.7057102444206	-0.326597149910972	0.102584360319457	0.000232978476887057	0.00139637784457562
LINC02145	3.77004997791231	-0.0788909144544863	0.209093801690664	0.487021019725818	0.676816459670298
ADCY2	13.2012219338402	0.475629829923753	0.215774359691492	0.00209403865935364	0.00962406510048258
LINC02196	3.64487997513597	0.0746576667335552	0.194606180795226	0.495492055232448	0.684304423021276
MARCH11	0.245902460618387	0.0212843905055756	0.340207197940604	0.863597668988846	0.930671185932917
LINC01194	2.73306506763834	0.0250948386405773	0.249852787949897	0.832709274782823	0.914748844481951
SEMA5A	4.3938254886522	0.0870983466190711	0.202151364291438	0.437486014671897	0.631876473247856
MYO10	594.653636021467	-0.0469380894382042	0.108903181335949	0.534461506276827	0.71488525990717
LINC02211	3.47780387344906	0.0368795439807253	0.274021982462989	0.762791187534111	0.873033587869301
MED10	322.86625816715	-0.156873179555282	0.0707824991733189	0.00662292970687693	0.025765438012611
AC126768.2	2.39740284780863	0.103177188459228	0.215997852852162	0.376418395727486	0.575251404522337
MTRR	626.949429185615	0.0052416410996951	0.0684281832267404	0.923117643106749	0.961919812851437
LINC02112	0.868603247268452	-0.0621358828115711	0.263188721209211	0.61174297387981	0.773172147141395
AC008825.1	2.38775931673249	0.0999862863535864	0.243305886062078	0.413222388667285	0.610414521445764
NUP155	235.501537597689	-0.0900126550564828	0.0581249141399385	0.0622660379309983	0.160255280722961
FBXL7	3.16865959343871	-0.0647209697341771	0.160764573742964	0.510322426246032	0.695755867607329
AC106799.2	2.01118703858921	0.378030743351502	0.331577807985915	0.0300537952641861	0.0902359392026693
AC091946.1	1.0082499980532	0.0185657195918718	0.278158863721963	0.878965745444446	0.939121361422002
LINC02220	0.619589053398211	0.314134491451797	0.524243466175608	0.07949885823629	0.193033810133338
AC010460.3	9.12546232233714	0.123101741386846	0.153837775053018	0.206835855277508	0.388698014265231
SPEF2	11.570885140407	0.153810833582003	0.174865314579877	0.152460819618827	0.312921079748327
MTHFD2P6	3.02291802790227	0.140959470199848	0.228101115750955	0.249874696114316	0.441664955523424
LINC02241	2.06244301106886	0.129143554071424	0.233772025509373	0.292802378740811	0.48932507993216
AC016575.1	1.2102236883905	-1.2629012524592	0.573561154712367	0.000383232268564514	0.00216393720032476
LINC01019	1.35396042141245	-0.0519523871853796	0.24178837506186	0.661508469599954	0.808842302738807
ZFR	1868.15758726396	0.00539866335512383	0.0560035082715136	0.908283639689115	0.95409297959515
SLC38A9	218.955367293236	-0.00590448985285723	0.0610425690130447	0.905951686336614	0.953186201288712
CDH10	0.592377355467124	0.0849463840490541	0.27823600038738	0.500684316227423	0.68841165991951
ISL1	1.68501451082424	0.0856959570987904	0.24008772898654	0.476951421986373	0.668056668399701
ANKH	416.459975194162	-1.3516662431017	0.136743199237369	4.02940579895102e-24	4.48157047130898e-22
AC114954.1	0.531779463012705	-0.0137649662648044	0.279000312075637	0.910083960600442	0.955110046583429
LINC02119	1.10796015834158	0.0680243967685431	0.262487698677033	0.579427275663968	0.750207376293846
PPWD1	248.217461248008	-0.1272839538852	0.0730614204514059	0.0282811394737398	0.0858658293952591
NNT-AS1	34.3080454177145	-0.394177471428534	0.120387160426523	0.000152690322406394	0.000957560522351101
FBXO4	43.3713144019142	0.21718832953346	0.146818876279366	0.0320222234939812	0.0950237754955516
NPR3	15.799854128895	0.746792654075067	0.291951774213429	0.000358763747674631	0.00204542057970441
FST	5.04996668988699	1.02471738063509	0.37164270880032	0.000140630785291017	0.000889523221072229
AC025178.1	32.7532176787515	-0.0665439958514027	0.107856795612055	0.375661644130654	0.57467858565438
MRPS30	143.657797397633	-0.291441123210583	0.0883283283990187	0.000160439773301601	0.00100066952878258
GHR	1.99184905414418	0.0382950850914028	0.220372984439527	0.737379609277178	0.8580818191425
CDH9	1.54388187483933	-0.0771627284776977	0.243120024249083	0.521662039952124	0.704358431265497
AC113378.1	0.785795678242977	-0.0486996146253628	0.314260209890926	0.698450286335381	0.833554497513879
AC026704.1	2.21474098730305	-0.459953626777634	0.409369174925016	0.0221085739905806	0.0700286358420855
LINC02228	1.01400836750794	0.0790596224437218	0.313952898338173	0.538833197025993	0.71811852205498
LINC02100	41.5268976471531	0.166813916685897	0.202333744761794	0.156454978816851	0.318892287680588
ADAMTS12	2.65674237340941	0.0878416816588587	0.222685441670756	0.45340940559337	0.647377137567773
C5orf17	10.0462658183781	-0.0430515145799017	0.255126949189972	0.720265031521581	0.847703391866906
AC016583.1	4.95226603023755	1.36271662621979	0.474073920150666	7.17015885252693e-05	0.000485146953467919
AC114956.1	1.84009421548603	-0.052391346524219	0.234159634178555	0.655344877145709	0.804055204717391
CDH18	14.259661910855	0.0127533605076205	0.103448913889624	0.861164386619489	0.929306048135665
AC074134.1	1.35874394817969	0.050069252057022	0.253340615993645	0.677332802124331	0.819618897701142
AC016651.1	1.14232613605226	0.232668600846588	0.368033495967141	0.138118792723566	0.290943108013933
RAI14	30.9866716898342	-1.25005427881298	0.364545961262353	1.64088464463729e-05	0.000127214930098179
CDH12	10.8522185543608	0.291025346101994	0.176381953259248	0.0160108367944021	0.053619625306253
FGF10	0.477201514023932	0.225270742826894	0.402191105338749	0.153739666032699	0.314792254780457
RAB3C	6.6888439646342	-0.24137993675543	0.223081826219279	0.0656772489644675	0.166774660581622
MRPS30-DT	2.21266268891205	0.975458824028101	0.594857285627951	0.00199595621837241	0.009231017116033
LINC00603	17.3734692346317	0.0791931422194364	0.172303348031167	0.441104051579635	0.635318281205556
LINC01331	7.70398753236933	0.0448027601075832	0.165150390051237	0.652548900495983	0.801937895037051
EMB	2882.98298539864	0.0356744619659778	0.0907801359187565	0.591032273776143	0.757746904182062
ELOVL7	2130.87978192793	1.27723349830376	0.148340362774683	6.20080562961394e-19	3.66631542054415e-17
ITGA1	157.951029588131	0.333119042314833	0.124855825270656	0.00108616849559127	0.00544566349056676
AC063979.2	0.777605598300897	0.277149864532895	0.38651001277981	0.0964535137555217	0.223519258816715
FAM151B	190.075347788252	0.0657460619672879	0.0797453798645294	0.277810057820577	0.473236174328686
CCDC152	1.3939138419981	-0.0754688457317653	0.217423230480006	0.512600756745938	0.697042429335462
MTREX	605.872188567253	-0.231578733277317	0.0574708747944877	9.07269918966964e-06	7.39912241484909e-05
TMEM167A	1853.401748748	-0.0905857148728655	0.0755348454626088	0.121786992751903	0.265482483617243
HAPLN1	0.289572390154218	0.0668017114885077	0.345524515413233	0.600985885226002	0.765120998292922
AC093297.2	4.6693211385323	-0.518031638923882	0.314124900574959	0.00624545069546288	0.0245194416160741
AC025470.1	1.49533279685197	0.00225076172394739	0.246293075145061	0.984775039195166	0.993904508092399
VCAN	24001.2904502588	0.0267421321539524	0.0791272882052633	0.657003460770397	0.805487887076905
OXCT1	66.0107635818142	0.135080371931004	0.114228558081945	0.092024084425127	0.215901635708988
SUB1	1259.48439821688	0.017561513489705	0.0585078245875154	0.716746667134583	0.845699007403671
CAPSL	2.69050428573696	3.10095913411503	0.433408935413584	8.43974733830692e-16	3.34597767308291e-14
TRAPPC13	158.540935596485	-0.00768421686812197	0.0601139514326355	0.876413512691542	0.937648224351977
ARSB	2459.39453511832	0.133333081325921	0.0591427843959058	0.00732938832822579	0.0279817473885611
CENPK	26.0375426379998	0.0466975676356337	0.118328323752127	0.559976294041812	0.735635762165952
PDZD2	75.2215221476129	0.223348472050166	0.117450613252514	0.0112091863089913	0.0397839586801477
LINC02109	2.51124391852609	0.0619028212184839	0.204560454795694	0.579068224438653	0.749931255416019
CCNH	661.520189922269	-0.233481756288202	0.0852262425131536	0.00102129808091602	0.00515218138206282
AC091862.1	0.525794769057974	-3.78325056013278e-05	0.314874069629714	0.999755962489356	0.999853148837415
ZSWIM6	5433.12145151537	-0.00738218197362147	0.0575223794980091	0.877299059572776	0.938110979290359
ITGA2	14.8038223599215	1.25040649306271	0.24910197939391	2.63634604941273e-08	3.4595316525967e-07
JMY	420.5393748216	-0.00113656725868956	0.0984387778643729	0.987120315523264	0.994905099789698
AC025181.1	3.04739311014023	-0.0615721843954999	0.209781182009108	0.585238887977801	0.753792528151308
AC010343.3	6.01245103781627	0.269232576242671	0.193271552068406	0.0308007948141084	0.0920890953349453
