	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
DCDC2B	14.3749438985407	-0.180447889018187	0.191939574545492	0.0970506924422462	0.27799230566556	DCDC2B
DYRK3	169.017532752609	-0.0926133153470429	0.177363820213209	0.384452198029602	0.616425422528178	DYRK3
MAP10	19.4376543486947	-0.158227820750473	0.176101755454128	0.149171558067411	0.355958796660678	MAP10
TRIM67	1.76777002457764	-0.0361988150346165	0.226867212755286	0.599053352567434	NA	TRIM67
LEXM	3.70233338584822	0.0761398247775424	0.232887366314531	0.301548439654445	NA	LEXM
RPRD2	597.986873769304	0.119587860376895	0.140721937368284	0.261022271663482	0.495882675382749	RPRD2
ZNF124	1296.43137839378	0.221940142364501	0.16597789279339	0.0483045864446994	0.183065128810666	ZNF124
LINC01772	38.2560275476235	-0.0791746185797689	0.161248388466503	0.465041855118824	0.681886346844772	LINC01772
AL137798.2	81.4573459071697	0.317723626091186	0.215343054770891	0.00822885330648331	0.0626746187719215	AL137798.2
HSPG2	16.2341345212721	-0.285319703612111	0.235518632624158	0.0142739923219946	0.0877304075660413	HSPG2
WNT4	118.870746974307	-0.0127329194590937	0.122050790451464	0.898355876697782	0.950674326103292	WNT4
RHEX	2.46946289684286	-0.0365767394917046	0.234952358635534	0.551282326482953	NA	RHEX
FAM72A	6.463757106179	0.0613206026376466	0.195122104338974	0.529413056576221	NA	FAM72A
SRGAP2	843.327674759531	0.190942918223008	0.13029510012472	0.0649771995916059	0.218623478393879	SRGAP2
IKBKE	843.840086205077	0.0699544765661416	0.114579204540923	0.467036566449626	0.683373765203855	IKBKE
C1orf147	6.52003889620221	-0.0406501327713353	0.187381524219479	0.686808670695454	NA	C1orf147
AC244034.2	5.96626015449784	0.0684452255257438	0.20219619347727	0.464708284425651	NA	AC244034.2
RASSF5	991.750784564549	0.0500939482875702	0.136387228304974	0.632904453787201	0.804824666563169	RASSF5
EIF2D	380.280887253855	-0.0749862786748768	0.0927587279805908	0.366836406023651	0.602075365276736	EIF2D
CROCC	529.370030814106	0.246808812152176	0.158862197910663	0.027774890595099	0.131809964047165	CROCC
VASH2	7.05261438819301	-0.125303669009194	0.214879076898164	0.184568090888536	NA	VASH2
ATXN7L2	53.3059162639179	-0.0715323309520597	0.127273925064072	0.482591884479778	0.696288617639941	ATXN7L2
CENPL	19.1990807104438	0.0774964591533176	0.165498862652859	0.473393338881904	0.688992351882181	CENPL
ZNF496	206.16266506439	0.21854805072357	0.144536740929283	0.0438503339350242	0.172739729571987	ZNF496
RABGAP1L	1230.82730974272	0.0813280099402213	0.0965261649763653	0.34216205772136	0.578526932029492	RABGAP1L
UBE2U	0.657710676257653	-0.0658033849768837	0.264981092013638	0.194614831118121	NA	UBE2U
CD101	644.423490107116	0.0858093722272132	0.157466031220293	0.428911562346342	0.65305594243905	CD101
NPL	2443.14137324094	-0.137572800408834	0.11634983628419	0.156635022544692	0.365881192700748	NPL
RCC1	264.765653889871	0.0364465694513289	0.115085009251501	0.705447166525366	0.849055067728222	RCC1
TEKT2	7.35524446196381	0.331011985839642	0.320244020151556	0.00663643503027149	NA	TEKT2
ADPRHL2	253.377798370856	0.00959754627284218	0.146016505202789	0.928472806278971	0.964897788871319	ADPRHL2
COL8A2	294.908870535463	0.258248135474148	0.175590848929488	0.024221856822031	0.120744634402635	COL8A2
TRAPPC3	626.640778596125	0.183543844758186	0.106983491218956	0.0461396006297488	0.177901803600711	TRAPPC3
MAP7D1	2438.74236782281	-0.102128375498697	0.139186824212895	0.3347409653119	0.571493179370471	MAP7D1
ZNF362	234.011559795874	0.147428986130855	0.134642034944439	0.159503964424439	0.369793455067687	ZNF362
AL513327.1	21.575974340448	-0.0062503220629656	0.169507101946938	0.953262644095563	0.975745013804592	AL513327.1
S100A6	1187.58645999932	0.100560376045577	0.104841700886883	0.268142655436758	0.504647607224098	S100A6
S100A4	12517.4567954935	0.137551914587646	0.0981888655413228	0.11247645834707	0.302788890896819	S100A4
S100A2	191.671692746026	0.0996285332372851	0.158477411434553	0.359488069289925	0.595103046837278	S100A2
S100A13	14.2933447071873	-0.0174922521144727	0.182334480277353	0.864776433915503	0.933037134833076	S100A13
SNAPIN	228.718528947601	0.141608322256373	0.106690110461108	0.123291193313798	0.31899587224937	SNAPIN
SH3D21	128.845457278744	-0.149391990717711	0.187878165347596	0.162939296113239	0.374935888988854	SH3D21
STK40	5699.95465708523	-0.271342043665568	0.133096351742597	0.00976687820774733	0.0692016087817238	STK40
LSM10	371.653997501275	0.0754862571005878	0.113595005416511	0.43014398055641	0.653106216081148	LSM10
OSCP1	18.1106327438086	0.11980623282734	0.168261164616475	0.271383131044989	0.508414017074521	OSCP1
MRPS15	317.197160166619	0.178228638306122	0.118561337411466	0.0697132660338003	0.228382935596756	MRPS15
AL162431.2	80.2678543423872	-0.270307203743807	0.133826641790229	0.0102531689464968	0.0714302750361899	AL162431.2
STX6	545.477784011375	-0.0811009095214888	0.117609365859391	0.406434101679155	0.635633551356052	STX6
MR1	838.678831215206	0.392867771293786	0.129466159993685	0.000156588618451142	0.00550942444881208	MR1
TMED5	1953.72766300671	-0.208800252633346	0.0910895966082625	0.0106976586901301	0.0734147613216438	TMED5
CCDC18-AS1	97.2447692247335	-0.105987552889785	0.12922881133915	0.30210898850368	0.541832573152505	CCDC18-AS1
CCDC18	454.480496274867	0.0161813523791482	0.112085016381301	0.864576328556722	0.932897227839819	CCDC18
TMEM269	14.6675777380624	-0.175916289673803	0.198912158302097	0.0996997751003957	0.282404516938567	TMEM269
GORAB	68.7416618792871	-0.174012611632621	0.138086493334616	0.100965353030497	0.284528957635943	GORAB
AL031428.1	2.50516518347775	-0.0406008886584577	0.223952624479638	0.574697574158488	NA	AL031428.1
KDM1A	26.5920163680127	-0.142113367920801	0.177300384527323	0.191229062175021	0.411669200497801	KDM1A
AL513323.1	1.55486160545186	0.0195199246988987	0.227202002241686	0.767468869936495	NA	AL513323.1
FCER1A	29.4058433875396	-0.25061705154431	0.398076167337462	0.00985160703850586	0.0695546563033103	FCER1A
IFNLR1	6.67907357298794	-0.0291132463460204	0.219018907986668	0.699599409500781	NA	IFNLR1
PTPRVP	5.69595532512536	-0.0299030957370396	0.209266160054175	0.7242687370721	NA	PTPRVP
LGR6	3.39101485406324	0.0192324691814857	0.209070434148614	0.819594974575728	NA	LGR6
PTPN7	442.330129934213	-0.328902611437288	0.149049383897428	0.00310550227402917	0.0342079970043784	PTPN7
SIPA1L2	1135.38184337434	-0.468252295419191	0.175792519811007	0.00011618115076439	0.00451836433787479	SIPA1L2
SRSF4	742.471215362696	-0.0665502766663695	0.0909751903241583	0.416280505188991	0.643214569671977	SRSF4
PEAR1	12.2561632735956	-0.0759867873196472	0.194187097870991	0.442873626466537	0.663709117735832	PEAR1
ARHGEF11	2458.94010580354	0.0820995466857164	0.112204588619882	0.387242294577838	0.619372562695745	ARHGEF11
AL157713.1	90.9582269237689	-0.0476258057867372	0.109157711362585	0.609705412418418	0.789707430811847	AL157713.1
ETV3L	153.657909414964	0.18334353776393	0.177276405446302	0.0981962545331932	0.279881513082019	ETV3L
ETV3	9661.20984135577	0.114369783987053	0.131725766550199	0.269805877140044	0.506603181559382	ETV3
BTF3P9	2.51344757072675	-0.0264185992044703	0.22064973037715	0.719386086567863	NA	BTF3P9
CSMD2	4.896482141811	-0.140741059592699	0.211144017998603	0.15315395281707	NA	CSMD2
PMVK	277.514962024679	0.416137219153147	0.134427137678076	8.99181147966792e-05	0.00387936622306845	PMVK
AL451085.1	5.30076567484188	0.135000812936322	0.23440457490208	0.127573185048329	NA	AL451085.1
PBXIP1	1139.42905724929	0.0659110081470938	0.127252826169559	0.517577822835296	0.723974893172827	PBXIP1
PYGO2	80.7567750145497	0.141388883039245	0.147848689523939	0.19128752097586	0.411669200497801	PYGO2
SHC1	699.634770592195	-0.0668692966622113	0.0848865150047895	0.388269538061959	0.620142961893448	SHC1
CKS1B	16.309786742108	0.137712725875056	0.206149024279044	0.168437653611771	0.380969385602443	CKS1B
FLAD1	159.269637121448	0.115498490160648	0.128444114871792	0.259557250303091	0.494795017309216	FLAD1
ZBTB7B	1504.54344213711	0.207472247021925	0.133323945137883	0.0475493163328321	0.181391329155634	ZBTB7B
DCST2	7.15405424813392	0.047279463183753	0.202336620286774	0.606247117446818	NA	DCST2
ADAM15	1715.46245328027	-0.0846569130332107	0.114061781894412	0.377488848468885	0.61102109371814	ADAM15
MTMR11	663.986375720995	0.149613587663983	0.149685755516458	0.168473751020822	0.380985971021134	MTMR11
OTUD7B	64.3599312706611	0.0749219436834662	0.14028773844454	0.479674900591287	0.693439648366251	OTUD7B
AC241585.1	38.2459086499707	-0.305627357112815	0.154359520507942	0.00655221508454818	0.0542739767322331	AC241585.1
ANKRD35	25.645317466567	0.133048442202604	0.207119495060602	0.178800710447207	0.395576206354989	ANKRD35
ITGA10	6.89204484506901	0.146011149168875	0.194391597834664	0.16440468519703	NA	ITGA10
PEX11B	57.8314225688592	0.00236759203927366	0.146814613803882	0.982352240490915	0.990532803374056	PEX11B
POLR3GL	145.807266590391	0.281914030695796	0.125203645204937	0.00554144561221578	0.0489959272091019	POLR3GL
TXNIP	4619.15070747943	-0.0212287579469664	0.149451293814359	0.843314424759361	0.922124953020535	TXNIP
HFE2	2.97130490920647	-0.00766804491025454	0.215901146978708	0.920837478339236	NA	HFE2
NBPF10	251.210552093686	-0.0716818477735101	0.144393120303355	0.502396094858095	0.710618995770554	NBPF10
TEX46	20.8244174870209	0.299229292207182	0.320190703893846	0.00957696090033209	0.068602945984261	TEX46
AGBL4	46.334327530369	-0.050881605270688	0.178262285508032	0.627548276279253	0.80168565965651	AGBL4
ROR1	8.78261550116594	0.045932774238231	0.205209853427967	0.607490785718531	NA	ROR1
PFN1P1	455.821404064234	0.0344604232733631	0.106047190667705	0.706539461290894	0.849656361430715	PFN1P1
RPL4P3	4.1654616669863	-0.153621254504802	0.208655268141774	0.129527772968646	NA	RPL4P3
VAMP4	369.112219996869	-0.0473287410724446	0.124851188316148	0.638954606677179	0.807767874121716	VAMP4
RNVU1-15	43.9816841354844	0.107890048239711	0.183603295908964	0.306356809965549	0.545309685787263	RNVU1-15
CFAP74	5.12477845482305	-0.289007989080901	0.393035335557195	0.00803886263577359	NA	CFAP74
AC245297.3	109.108737082061	-0.446500376704346	0.217790201622469	0.000581450480455872	0.0124616692777314	AC245297.3
RALGPS2	113.096821243677	-0.0957090264884461	0.134914990773841	0.360249525339842	0.595619144067682	RALGPS2
FHAD1	91.8622079676472	0.109634960833	0.167911640298916	0.312946737235982	0.550675748727554	FHAD1
EIF4G3	1538.04651371732	-0.178648958740283	0.119233773677829	0.0699862494124141	0.228655124190287	EIF4G3
ITPKB	1142.37536726551	-0.0113657510735904	0.140801974867348	0.914546795724249	0.95876892750993	ITPKB
S100A11	177.399416766327	0.225952044194696	0.176839087957948	0.0457279001617853	0.177250815815875	S100A11
NBPF15	47.0801604836951	-0.210159669891229	0.174318450940676	0.061302683643114	0.211312627964752	NBPF15
AC245014.3	41.9153918806219	0.236509615485101	0.190477965375721	0.037146393553709	0.155820674671302	AC245014.3
MINDY1	273.810342387301	0.0271288192263677	0.124643585011215	0.787778678047214	0.894694718490043	MINDY1
PIGV	252.649607726916	-0.0833860350923374	0.102418643164378	0.350720315831245	0.587193854529749	PIGV
ZDHHC18	688.480906674896	-0.0665054731836807	0.168084980196433	0.536413285611481	0.737317763379417	ZDHHC18
GPN2	160.644208408694	-0.14788130372207	0.0943010446221437	0.0786383647470392	0.245132473673483	GPN2
GPATCH3	272.114959641462	-0.152247638765436	0.123802094883586	0.130349679448709	0.329206050773154	GPATCH3
NUDC	449.977816153449	0.0598804824626166	0.0977567054884417	0.488409267377934	0.699806907274697	NUDC
TRNP1	38.2363991096869	0.142568558546286	0.178258591588449	0.189287209472755	0.409740269657091	TRNP1
FAM46B	13.3755884519116	0.12205374104227	0.223270146685582	0.175433559322122	0.390639805072205	FAM46B
CEP85	393.12029398326	0.158631038190565	0.12044356120445	0.109568184296251	0.299037832475549	CEP85
UBXN11	1337.42114502275	-0.131999311496831	0.0839742619402795	0.0855998623599437	0.258320842323412	UBXN11
GLIS1	1.98666165536028	0.0623672240202849	0.226010023929701	0.405834666033995	NA	GLIS1
NDC1	112.244935369136	0.0734837606562341	0.140102518578184	0.487932653141462	0.699731512240692	NDC1
RGS7	6.74013585648326	-0.0739190622089564	0.183217173107346	0.476819154387023	NA	RGS7
AC239804.2	8.63579159382728	-0.217555141625798	0.250527599577731	0.0358344390139083	NA	AC239804.2
CNR2	11.8541357758277	-0.0193557009734559	0.206425822930445	0.823415898818167	0.912922656529162	CNR2
AL590609.2	129.724615280462	0.119497550329882	0.11317680466957	0.210742933616052	0.436538618761419	AL590609.2
PNRC2	1865.76772944491	0.032512636485821	0.0982355439550234	0.707795591157257	0.850056542262195	PNRC2
SRSF10	697.620905496234	-0.0620461138981268	0.0862622592869131	0.429387054366017	0.653106216081148	SRSF10
GRHL3	5.53554462920809	-0.00172007557032502	0.201946966012522	0.984792380660368	NA	GRHL3
METTL13	141.798171787072	-0.290394360461021	0.0986895614124961	0.000818995461505247	0.0152568141879564	METTL13
DNM3	25.7903863384887	0.142902314683285	0.156559235356819	0.19161394778034	0.412134903921826	DNM3
RN7SKP55	49.4645380222749	0.0630393043260778	0.163015262816861	0.559559331030247	0.75354451797764	RN7SKP55
EFCAB2	122.840965568621	0.177223349543508	0.131976451060465	0.0884829932984959	0.263311198623588	EFCAB2
ABCA4	25.7634588357802	0.0484420707075473	0.193423167025476	0.620353419099642	0.797494034356475	ABCA4
MDM4	1078.03823715918	-0.140668494803942	0.105846667701638	0.123770180504738	0.319870446982488	MDM4
ARID1A	1985.36377540987	-0.0322295058511991	0.142032147732366	0.76157529668679	0.879967269006065	ARID1A
WDR47	255.308556006313	-0.0464871466110341	0.0924012982332763	0.574781091243545	0.763862820520953	WDR47
NBPF1	34.2377170037074	-0.0993742167014147	0.149498024233492	0.357322071801857	0.593362423005833	NBPF1
SLAMF1	110.908504435305	0.0478844910319887	0.15956163193115	0.657524764260924	0.820821442284254	SLAMF1
NRDC	1906.03296081065	-0.0551030330057581	0.0827295723682922	0.467889742701827	0.684093127506977	NRDC
FAF1	837.138678062311	-0.0578423827501512	0.0729604534277355	0.397038539434181	0.627982833459562	FAF1
PRRC2C	6148.57821709393	-0.183471681528914	0.167339268982683	0.0987304520423301	0.280920480623128	PRRC2C
IGSF9	26.0443505701264	0.147040703303071	0.19719025101733	0.158422350822858	0.368123515201535	IGSF9
TARS2	92.3190171224143	0.201495161708653	0.135585863051953	0.0561048941067363	0.200292707695463	TARS2
TDRKH	25.8961783992831	0.102262031688119	0.163769852342456	0.346979497280501	0.583364234765198	TDRKH
NBPF11	60.9309871449439	-0.102023826139447	0.141738822320592	0.338140468108225	0.574533650991669	NBPF11
NOTCH2	15971.9535281036	-0.113985164135925	0.101893356930768	0.200396795121637	0.423612764489535	NOTCH2
PATJ	17.0779251364105	0.00525940400542834	0.165301134469693	0.960913514626999	0.979023038556508	PATJ
MAST2	244.34343181876	-0.262709921905775	0.129397593796573	0.0110918719616776	0.0751548757365162	MAST2
PRKAA2	0.647223956616794	0.0115620244111002	0.236260496058388	0.834874843930515	NA	PRKAA2
SEMA4A	3764.71108762605	0.0723190787427872	0.127048235103283	0.477418629521088	0.691745565073745	SEMA4A
ASAP3	9.39901911394836	0.0669836556092699	0.191000797537793	0.503464200494262	NA	ASAP3
CCNL2	280.31470132112	-0.395333800328203	0.137584015094013	0.000236842662205713	0.00694140144206775	CCNL2
VTCN1	1.36366546633003	-0.109747618946904	0.271514283548473	0.104574473167321	NA	VTCN1
ZNF644	1008.92898443696	-0.218615793717344	0.107767142790139	0.0180828038834471	0.101610722164395	ZNF644
KLHL17	37.634039132552	-0.0657555396428531	0.136292896615578	0.530766790065814	0.733361791615033	KLHL17
MEF2D	2220.63905181896	-0.0337081312656183	0.120258681854157	0.733214596301369	0.863468242910254	MEF2D
DIO1	10.718970685955	0.16602312315491	0.178428660467294	0.130642999927024	0.329405393876533	DIO1
MUC1	23.1927574529229	0.101330167368898	0.20354890832843	0.293288604463144	0.532093495960635	MUC1
OPRD1	2.07122363529695	-0.0211179645617263	0.21355796180936	0.792170142750003	NA	OPRD1
RPS7P4	19.8199289236825	0.0854298232100032	0.165981912774723	0.42983316639318	0.653106216081148	RPS7P4
AC099063.4	13.9014441695045	1.49220233313965	0.805477314429927	1.78521781909301e-05	0.00142441024180042	AC099063.4
GBP5	666.37807877319	0.645571656274357	0.455177266850581	0.000330232371064455	0.00853406668795025	GBP5
HMGCL	243.205382934779	0.0181450215479345	0.0980450185118857	0.834077482189108	0.917630721122579	HMGCL
FUCA1	846.563146486121	0.31259196240267	0.143999614495866	0.00426268212264288	0.0419728964851931	FUCA1
HCRTR1	48.9835950341768	-0.0770304731051431	0.154531230418854	0.476605777834322	0.691341969928331	HCRTR1
MYOCOS	8.58516290975615	0.0234096432493762	0.189140934922177	0.813893147799745	NA	MYOCOS
ALDH9A1	452.388790614576	-0.0444602380649901	0.107681391169058	0.630634373782703	0.80363377541266	ALDH9A1
OR2B11	621.044303569625	-0.133790268936966	0.155098463357529	0.220180670305727	0.449719739610623	OR2B11
HIST2H2BF	74.0833020100254	0.318302009469172	0.199788738799984	0.00778136209527152	0.0605368650893607	HIST2H2BF
HIST2H4B	37.2026298617745	0.136219545609029	0.182888146941655	0.20444406409212	0.428438082610115	HIST2H4B
DCAF6	532.081366497036	-0.106213856865053	0.0819830618639332	0.158476369934266	0.368184444795537	DCAF6
HIST2H2BE	581.671674522197	0.196837906987135	0.140911663537553	0.0662158247659382	0.220802769140194	HIST2H2BE
HIST2H4A	4.73720869658303	0.119799690588247	0.222632128240492	0.182619416077692	NA	HIST2H4A
TRMT13	25.2389732298712	-0.0600754560852501	0.154892360828929	0.578266004294696	0.766756755118955	TRMT13
HIST2H3C	5.39560286875387	0.14613021564578	0.234134854156289	0.109743127916449	NA	HIST2H3C
IL19	193.608388924685	-0.263334574439241	0.192658554169261	0.0225183769625325	0.115379459523692	IL19
SPATA21	31.9183376670059	-0.203032591050438	0.163242720645815	0.0687237497381898	0.226069994777219	SPATA21
ADGRL2	11.9311936248867	0.0363788244285873	0.180125020621479	0.726229062005196	0.85921428550771	ADGRL2
KCNQ4	9.60718834658396	-0.109607328079946	0.219839273273388	0.21883066583528	NA	KCNQ4
CITED4	61.3935594124945	0.0926528462113697	0.167260358432167	0.392072084900922	0.623624376048418	CITED4
PKP1	2.68916899570141	-0.0303458639018469	0.234500970406803	0.615294151718397	NA	PKP1
LAD1	3.34116472626656	0.111077770602255	0.234773348786729	0.177113380492596	NA	LAD1
PHLDA3	2.51254854749296	0.0256745540914279	0.229149382163954	0.692091348345529	NA	PHLDA3
CSRP1	848.552752052161	0.311918391333856	0.14272047842324	0.00418823375187335	0.0415218233859001	CSRP1
AC096677.1	13.194460227829	0.213456767406729	0.231956032898502	0.0433362883897768	0.171596155372973	AC096677.1
RPS10P7	32.8474751957883	0.121938871487418	0.201504818410669	0.222079748437864	0.451726765614796	RPS10P7
IPO9-AS1	2.88948136037879	0.0369388906252896	0.224880024740128	0.602162271237775	NA	IPO9-AS1
IPO9	426.91698937098	-0.0325451055358279	0.0808861509890527	0.662315419851379	0.823895814650627	IPO9
SHISA4	20.985529976285	0.277637310735316	0.230848074595761	0.0163270326165494	0.0953910661694735	SHISA4
NAV1	190.934447600872	-0.162936098822127	0.198743814251078	0.122469053252888	0.317725602620547	NAV1
NUDT17	12.0790893446914	0.232801730823328	0.184379322160712	0.0401431201035738	0.163598654083641	NUDT17
PIAS3	151.055209327751	0.191646286058612	0.116695476400915	0.0489932147422785	0.1848761052027	PIAS3
CAPZA1	6823.3070549646	-0.0172347314611955	0.0781715560758776	0.811934088561623	0.906980433752104	CAPZA1
RHOC	476.572358254634	0.216197798226749	0.136914169006671	0.041489516414901	0.167488157548114	RHOC
AL603832.2	3.09590181380002	0.07105745778815	0.228267998272612	0.346258124646101	NA	AL603832.2
FAM19A3	6.77066395392916	0.00583044103186734	0.201295244202061	0.948801979088366	NA	FAM19A3
MOV10	394.116095733395	0.3796042059243	0.210524339956276	0.00233603005788499	0.0288626101834763	MOV10
NBPF26	310.288255137189	-0.151200766444284	0.149220125187667	0.163773006419517	0.375939942812218	NBPF26
TAF12	248.281696310493	0.0744002123766721	0.092579571228536	0.369888616798672	0.6046405863588	TAF12
AC242843.1	31.448336366881	0.061249730194732	0.187590249982868	0.546228985416958	0.74401510817026	AC242843.1
TAF13	478.497445248153	-0.262933442291045	0.134846433220421	0.0128146506166791	0.0819555999120785	TAF13
EPRS	1357.17554339986	-0.307436170443602	0.144066244841823	0.00492765523665673	0.0459625307109284	EPRS
BPNT1	103.396510811902	0.147470711461327	0.141672780530476	0.167657252177482	0.380100622899496	BPNT1
IARS2	746.242994181271	0.173060878974221	0.123912738426695	0.0858383439852863	0.2588046587947	IARS2
RAB3GAP2	827.00702772384	-0.204529242808957	0.0934561727418618	0.0142414800736328	0.0876118920461059	RAB3GAP2
AL451081.2	4.08355425335006	0.0585310024133648	0.197357719611081	0.541855715297356	NA	AL451081.2
CDC42BPA	185.556499845846	-0.438687097799014	0.208993741846334	0.000604092686376094	0.0127505646913441	CDC42BPA
HSD17B7	31.1063426928538	0.176617007671638	0.166816062401495	0.111167959934181	0.300716888294453	HSD17B7
MACF1	4266.97648850032	-0.173131138110245	0.145640984959062	0.109373330078265	0.298875542992908	MACF1
PIK3R3	6.92431872367919	0.0325526533314753	0.196775209085269	0.731642367748726	NA	PIK3R3
AL358075.4	3.14121247057884	-0.0782357511185253	0.23691324449384	0.275919113247249	NA	AL358075.4
RAD54L	13.6500171518631	0.0889127125695617	0.185611033200924	0.391373301614795	0.622895863961542	RAD54L
POMGNT1	189.549527229674	0.350757269037298	0.123657245493659	0.000517706799792447	0.01150507812626	POMGNT1
BLZF1	545.440276243943	-0.0791180227861765	0.150029601753668	0.463080989696307	0.679914389594012	BLZF1
CCDC181	28.8604303465666	-0.0660155658681316	0.204148548680974	0.473325467346097	0.688992351882181	CCDC181
SLC19A2	189.17677926951	0.104527563897664	0.145508455344537	0.33016965470436	0.567141458589768	SLC19A2
AL021068.1	14.4619186920272	-0.133367849701132	0.193758676627039	0.199851478940057	0.422848696255759	AL021068.1
F5	3710.76607845961	-0.153955133033334	0.185705373994256	0.153614417078455	0.361570325317231	F5
PALMD	3.77812232427508	-0.00461730469243684	0.230667242085351	0.939783820587404	NA	PALMD
STUM	2.81964007414336	0.0609543265001441	0.213839272999823	0.469455442813544	NA	STUM
GON4L	690.16693549714	-0.0706059405681229	0.0619108118488029	0.231953061077055	0.462962371001446	GON4L
LINC00623	70.782410379763	0.0553923304394717	0.122401992688283	0.579095553403053	0.76724223315229	LINC00623
PPCS	276.636913827511	0.346793202478141	0.133057947344229	0.0009992381309049	0.0172779491433883	PPCS
CSDE1	8689.57950094868	-0.0363709684025567	0.0971058455858995	0.67239248997427	0.830071631066195	CSDE1
GPR61	5.91912838268469	0.0814230614347371	0.200798959887702	0.395139827854826	NA	GPR61
KLHL21	7142.11408427005	-0.143942737684568	0.116215372923476	0.138072337827438	0.340743080775929	KLHL21
PHF13	105.131151124955	-0.089974114436301	0.167489162172356	0.405513900624973	0.634798677907784	PHF13
KLHL12	549.558910265991	-0.105010105080893	0.0902572784491844	0.196728777761535	0.418918434316967	KLHL12
ADIPOR1	3152.13993892308	-0.0251081536914011	0.0966217487939682	0.769528918173324	0.885142033973571	ADIPOR1
CYB5R1	461.487633202023	0.127203970340123	0.115733196803876	0.188833651180596	0.409144725975298	CYB5R1
TMEM183A	406.153559982852	0.155290644262376	0.127080926678586	0.128041552254336	0.325948560370687	TMEM183A
CHI3L1	20.7787311017043	0.00463418729823079	0.215780431272421	0.952144938436226	0.975190203339608	CHI3L1
AL137127.1	25.4512819946489	-0.20865618927102	0.172426558444028	0.0629779158694106	0.214267273488401	AL137127.1
UBR4	7813.72261041429	-0.190391236604588	0.12648165107778	0.0617372208184348	0.212171637192571	UBR4
MRTO4	72.0917671914733	0.0130367578827521	0.136160680467694	0.900952367940584	0.951907635080809	MRTO4
AKR7A2	335.64289787218	0.153233886745556	0.100654189569923	0.0824130049577378	0.252910160024383	AKR7A2
PQLC2	158.60053312928	-0.371688710577185	0.159098789846212	0.00121685051092704	0.0196019136600479	PQLC2
AC098934.4	5.39747985487959	0.0319879750961638	0.19526953405189	0.738774349018438	NA	AC098934.4
AC098934.2	5.00915406222404	-0.0401864587190516	0.199944002377059	0.66576917261475	NA	AC098934.2
RABIF	283.799714882034	-0.221793638784571	0.0781223901341971	0.00213288794669754	0.027400679780804	RABIF
CHIT1	41.4136744632166	-0.253889633825103	0.229643912969031	0.0238832121762106	0.119531670859475	CHIT1
PPFIA4	28.6499228489986	0.0320346809563862	0.203791227885293	0.720697515669447	0.856155996110557	PPFIA4
SETDB1	360.173086347675	0.0613165685549827	0.0743307327219896	0.376926655012892	0.610615648929276	SETDB1
DNAJC11	251.75117719823	0.0190015727901933	0.107200182890932	0.836703614495595	0.918612348640099	DNAJC11
PRDM2	2576.22017799577	-0.233663169826801	0.109714084928812	0.012539474971007	0.0808594673763327	PRDM2
AC098484.3	10.5061081363667	-0.276875032033172	0.237735056606365	0.0162119296217975	NA	AC098484.3
RHCE	43.2288042393508	0.170185902139456	0.214965221900941	0.0950173082610913	0.274685467892019	RHCE
EMC1	108.066708829672	0.0128769651277402	0.101285163329444	0.884533324194185	0.943651160173774	EMC1
DPH5	145.618794797412	0.153646074286345	0.135781583949727	0.144201862876968	0.349268873384662	DPH5
TAL1	4.28280465551602	-0.0807610313532405	0.223023592797744	0.32016050733315	NA	TAL1
EDEM3	792.159156304441	-0.205278061508971	0.0866091311885097	0.00902923400682236	0.0659163392772076	EDEM3
ARPC5	6844.12726514474	-0.00851436353470207	0.0900106473146653	0.916498119341404	0.959574043959863	ARPC5
SMG7	1717.18658309411	0.0155967728061432	0.0915529732687036	0.849661274349067	0.924714947414196	SMG7
AKNAD1	7.7912850829296	0.020243222370554	0.213280264959143	0.801121911560058	NA	AKNAD1
PRKCZ	34.7510460678848	0.149051860721529	0.180474806479228	0.169871394114269	0.382969636603148	PRKCZ
IPP	69.5198598808906	-0.275416228206085	0.123914351687955	0.00640177455186292	0.0533945906912875	IPP
PDE4B	10956.3518753806	0.0636825076067176	0.138558768599003	0.546137871778275	0.743967511231436	PDE4B
TMOD4	6.37754425249043	-0.158949387607126	0.190496877086984	0.138181989307749	NA	TMOD4
SMAP2	8248.07181369278	-0.0390938305272466	0.113076018522036	0.681958812734557	0.835804985164172	SMAP2
HP1BP3	2043.67336111674	0.041429257482607	0.0818526460368085	0.581952105298126	0.769410624343549	HP1BP3
EXO5	15.4222480501131	0.161062621966367	0.175784121761147	0.142646512130052	0.347000883598765	EXO5
PIK3C2B	21.8671337375348	0.0243533948661799	0.175862097988376	0.816861697040973	0.910114543186477	PIK3C2B
VPS72	152.225452241467	0.14376840978301	0.107567370681483	0.119701479341544	0.313069522147104	VPS72
SEMA6C	13.034862567175	-0.0408861250106609	0.190453983792408	0.680211538877109	0.834590257751487	SEMA6C
OVGP1	2.76061328841981	-0.0785896158591284	0.225948132363185	0.318765445331909	NA	OVGP1
AL390195.1	2.71374950088299	-0.0579677302687518	0.217491093027883	0.473648827602936	NA	AL390195.1
WDR77	74.9330730115346	0.169415307474378	0.110980569304243	0.0724473651270998	0.232556678161631	WDR77
ATP5PB	1476.46777860427	0.128496843756368	0.107164744021377	0.163257976616063	0.375343152279075	ATP5PB
C1orf162	2188.79388582409	0.275303788456636	0.136332259284022	0.00959700485356664	0.0686512231200643	C1orf162
