NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_DN	199	168		
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP	199	160		
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_DN	199	175		
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP	200	166		
GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN	199	148		
GSE17721_LPS_VS_POLYIC_0.5H_BMDC_UP	200	156		
GSE17721_LPS_VS_POLYIC_12H_BMDC_DN	200	157		
GSE17721_LPS_VS_POLYIC_12H_BMDC_UP	200	170		
GSE17721_LPS_VS_POLYIC_16H_BMDC_DN	200	174		
GSE17721_LPS_VS_POLYIC_16H_BMDC_UP	200	171		
GSE17721_LPS_VS_POLYIC_1H_BMDC_DN	199	157		
GSE17721_LPS_VS_POLYIC_1H_BMDC_UP	200	163		
GSE17721_LPS_VS_POLYIC_24H_BMDC_DN	199	163		
GSE17721_LPS_VS_POLYIC_24H_BMDC_UP	199	176		
GSE17721_LPS_VS_POLYIC_2H_BMDC_DN	200	173		
GSE17721_LPS_VS_POLYIC_2H_BMDC_UP	200	161		
GSE17721_LPS_VS_POLYIC_4H_BMDC_DN	199	159		
GSE17721_LPS_VS_POLYIC_4H_BMDC_UP	200	163		
GSE17721_LPS_VS_POLYIC_6H_BMDC_DN	199	174		
GSE17721_LPS_VS_POLYIC_6H_BMDC_UP	200	164		
GSE17721_LPS_VS_POLYIC_8H_BMDC_DN	199	163		
GSE17721_LPS_VS_POLYIC_8H_BMDC_UP	200	167		
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_DN	200	140		
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP	200	167		
GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_DN	200	154		
GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP	200	164		
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN	199	156		
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_UP	200	153		
GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_DN	199	170		
GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP	200	162		
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_DN	200	170		
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP	200	159		
GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_DN	200	150		
GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_UP	199	147		
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN	200	161		
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP	200	174		
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN	200	161		
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_UP	200	170		
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	200	167		
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_UP	200	166		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_DN	200	156		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP	200	146		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN	200	164		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP	200	153		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_DN	200	171		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_UP	200	159		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_DN	200	164		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP	200	150		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_DN	200	166		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP	200	166		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_DN	200	162		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP	200	148		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_DN	200	158		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP	200	162		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN	200	157		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_UP	200	168		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_DN	200	177		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP	199	170		
GSE17721_POLYIC_VS_CPG_0.5H_BMDC_DN	200	169		
GSE17721_POLYIC_VS_CPG_0.5H_BMDC_UP	199	135		
GSE17721_POLYIC_VS_CPG_12H_BMDC_DN	200	162		
GSE17721_POLYIC_VS_CPG_12H_BMDC_UP	200	161		
GSE17721_POLYIC_VS_CPG_16H_BMDC_DN	200	169		
GSE17721_POLYIC_VS_CPG_16H_BMDC_UP	200	171		
GSE17721_POLYIC_VS_CPG_1H_BMDC_DN	200	160		
GSE17721_POLYIC_VS_CPG_1H_BMDC_UP	200	176		
GSE17721_POLYIC_VS_CPG_24H_BMDC_DN	200	169		
GSE17721_POLYIC_VS_CPG_24H_BMDC_UP	198	158		
GSE17721_POLYIC_VS_CPG_2H_BMDC_DN	200	156		
GSE17721_POLYIC_VS_CPG_2H_BMDC_UP	200	176		
GSE17721_POLYIC_VS_CPG_4H_BMDC_DN	200	160		
GSE17721_POLYIC_VS_CPG_4H_BMDC_UP	200	163		
GSE17721_POLYIC_VS_CPG_6H_BMDC_DN	200	171		
GSE17721_POLYIC_VS_CPG_6H_BMDC_UP	200	169		
GSE17721_POLYIC_VS_CPG_8H_BMDC_DN	199	170		
GSE17721_POLYIC_VS_CPG_8H_BMDC_UP	199	166		
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_DN	200	168		
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP	200	142		
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN	200	164		
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_UP	200	164		
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN	200	166		
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_UP	200	164		
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_DN	199	162		
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_UP	200	156		
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_DN	199	168		
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_UP	200	160		
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_DN	200	161		
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_UP	200	153		
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_DN	200	174		
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_UP	200	162		
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_DN	199	172		
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_UP	200	172		
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN	200	172		
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP	200	161		
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN	200	164		
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_UP	200	128		
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_DN	200	171		
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_UP	200	171		
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	199	173		
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP	200	179		
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_DN	200	160		
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_UP	199	163		
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_DN	199	171		
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP	199	167		
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_DN	200	152		
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP	200	174		
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	200	169		
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP	200	164		
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_DN	199	172		
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_UP	200	163		
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_DN	200	172		
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_UP	200	167		
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_DN	200	171		
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP	200	172		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN	194	135		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_UP	197	164		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_12H_DN	193	124		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_12H_UP	198	173		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_DN	196	156		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP	188	148		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_DN	199	182		
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP	198	175		
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	196	170		
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	196	166		
GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	199	175		
GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	194	164		
GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN	192	130		
GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_UP	194	136		
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN	199	176		
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP	197	159		
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN	197	170		
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_UP	192	139		
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN	198	165		
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP	191	159		
GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN	199	172		
GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_UP	199	155		
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN	198	161		
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP	192	154		
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN	199	159		
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_UP	192	158		
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN	199	173		
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	191	157		
GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_DN	200	172		
GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_UP	193	154		
GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	199	169		
GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	198	172		
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	200	177		
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	197	171		
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	196	169		
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	198	177		
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	199	169		
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	198	173		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	191	143		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_UP	192	109		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN	199	162		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP	194	152		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_DN	196	161		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_UP	194	145		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN	200	168		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_UP	195	164		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_DN	198	166		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_UP	193	151		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN	199	166		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	189	158		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN	199	173		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP	194	166		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_DN	196	154		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP	194	158		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_DN	198	169		
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	195	164		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_0.5H_ACT_CD4_TCELL_DN	186	105		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_0.5H_ACT_CD4_TCELL_UP	191	132		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	191	131		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_UP	194	155		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN	189	101		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP	186	108		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN	194	127		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_UP	187	115		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_DN	190	129		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP	197	131		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	196	144		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP	195	142		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_DN	186	118		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_UP	194	146		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN	196	154		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP	190	120		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	195	165		
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP	185	121		
GSE18148_CBFB_KO_VS_WT_TREG_DN	200	134		
GSE18148_CBFB_KO_VS_WT_TREG_UP	200	127		
GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_DN	200	164		
GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP	200	154		
GSE18281_CORTEX_VS_MEDULLA_THYMUS_DN	196	153		
GSE18281_CORTEX_VS_MEDULLA_THYMUS_UP	193	155		
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_DN	200	164		
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	196	102		
GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_DN	197	115		
GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP	199	171		
GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_DN	198	150		
GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_UP	196	143		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	195	123		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP	200	157		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN	197	114		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP	199	158		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	198	131		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP	200	159		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN	197	119		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP	199	160		
GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_DN	200	163		
GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_UP	193	164		
GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN	199	146		
GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_UP	200	166		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	200	159		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_UP	199	168		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	198	154		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP	199	176		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN	192	137		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP	199	177		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	195	146		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP	199	173		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN	193	148		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP	198	175		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN	185	126		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	182	93		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	179	128		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP	197	141		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	189	143		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP	199	164		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN	198	162		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP	200	157		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	196	150		
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP	199	162		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	197	158		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP	198	178		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	192	128		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_UP	198	170		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN	193	147		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	188	89		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN	183	118		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP	187	86		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN	195	153		
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP	198	168		
GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_DN	194	150		
GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_UP	194	141		
GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN	197	154		
GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_UP	196	151		
GSE18804_SPLEEN_MACROPHAGE_VS_COLON_TUMORAL_MACROPHAGE_DN	200	159		
GSE18804_SPLEEN_MACROPHAGE_VS_COLON_TUMORAL_MACROPHAGE_UP	200	165		
GSE18804_SPLEEN_MACROPHAGE_VS_TUMORAL_MACROPHAGE_DN	198	155		
GSE18804_SPLEEN_MACROPHAGE_VS_TUMORAL_MACROPHAGE_UP	199	150		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_DN	200	152		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_UP	200	161		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN	200	169		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_UP	200	171		
GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_DN	200	164		
GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_UP	200	159		
GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_DN	200	150		
GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP	200	168		
GSE18893_TCONV_VS_TREG_24H_CULTURE_DN	200	173		
GSE18893_TCONV_VS_TREG_24H_CULTURE_UP	200	170		
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_DN	199	158		
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	200	174		
GSE18893_TCONV_VS_TREG_2H_CULTURE_DN	200	176		
GSE18893_TCONV_VS_TREG_2H_CULTURE_UP	200	159		
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN	194	171		
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP	200	149		
GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN	200	171		
GSE19198_1H_VS_24H_IL21_TREATED_TCELL_UP	200	163		
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_DN	200	163		
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP	188	112		
GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN	198	171		
GSE19198_6H_VS_24H_IL21_TREATED_TCELL_UP	199	165		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	199	171		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP	195	117		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN	200	169		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_UP	200	153		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_DN	198	170		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_UP	200	177		
GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	200	169		
GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP	200	164		
GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_DN	197	158		
GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_UP	198	131		
GSE1925_CTRL_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	200	174		
GSE1925_CTRL_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP	199	158		
GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_DN	195	160		
GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP	196	161		
GSE1925_CTRL_VS_3H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	200	161		
GSE1925_CTRL_VS_3H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP	192	150		
GSE1925_CTRL_VS_3H_IFNG_STIM_MACROPHAGE_DN	199	132		
GSE1925_CTRL_VS_3H_IFNG_STIM_MACROPHAGE_UP	200	169		
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_DN	200	166		
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_UP	200	157		
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_DN	128	83		
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_UP	174	156		
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_DN	200	163		
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_UP	200	157		
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_DN	198	153		
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP	197	124		
GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_DN	200	178		
GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP	199	182		
GSE19401_PAM2CSK4_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN	200	169		
GSE19401_PAM2CSK4_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	198	150		
GSE19401_PAM2CSK4_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_DN	196	146		
GSE19401_PAM2CSK4_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP	200	165		
GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_DN	199	165		
GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP	196	149		
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN	199	168		
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	195	154		
GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_DN	200	181		
GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_UP	197	157		
GSE19401_UNSTIM_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN	199	175		
