NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN	GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN		163	0.32875594	1.4090219	0.07736944	0.42773795	1.0	2505	tags=33%, list=18%, signal=39%	
GSE360_CTRL_VS_L_DONOVANI_MAC_DN	GSE360_CTRL_VS_L_DONOVANI_MAC_DN		176	0.30347514	1.4075388	0.08299595	0.4307142	1.0	2903	tags=34%, list=20%, signal=42%	
GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_UP	GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_UP		167	0.29347253	1.406901	0.058577407	0.43130478	1.0	3332	tags=31%, list=23%, signal=39%	
GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP	GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP		168	0.3666635	1.404934	0.13441955	0.43527177	1.0	3554	tags=43%, list=25%, signal=56%	
GSE369_SOCS3_KO_VS_WT_LIVER_DN	GSE369_SOCS3_KO_VS_WT_LIVER_DN		171	0.29116938	1.4046049	0.054716982	0.43488955	1.0	3266	tags=31%, list=23%, signal=40%	
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP	GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP		165	0.34697	1.4045755	0.10671937	0.43378028	1.0	1897	tags=25%, list=13%, signal=28%	
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP		103	0.30222312	1.4040408	0.054820415	0.43399888	1.0	2159	tags=25%, list=15%, signal=30%	
GSE24210_IL35_TREATED_VS_UNTREATED_TCONV_CD4_TCELL_DN	GSE24210_IL35_TREATED_VS_UNTREATED_TCONV_CD4_TCELL_DN		145	0.31568485	1.4036249	0.04797048	0.43394578	1.0	2932	tags=31%, list=21%, signal=39%	
GSE7460_CD8_TCELL_VS_TREG_ACT_UP	GSE7460_CD8_TCELL_VS_TREG_ACT_UP		155	0.2933728	1.4031696	0.028957529	0.43397048	1.0	2196	tags=23%, list=15%, signal=27%	
GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN	GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN		158	0.33934927	1.4025915	0.120792076	0.43437952	1.0	2414	tags=30%, list=17%, signal=35%	
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN	GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN		174	0.30359536	1.4015447	0.060784314	0.43595308	1.0	3140	tags=32%, list=22%, signal=41%	
GSE3982_EOSINOPHIL_VS_TH1_UP	GSE3982_EOSINOPHIL_VS_TH1_UP		151	0.31795293	1.4012998	0.089147285	0.43546605	1.0	1963	tags=25%, list=14%, signal=29%	
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_DN	GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_DN		179	0.33121562	1.4010122	0.12323232	0.435085	1.0	3090	tags=36%, list=22%, signal=45%	
GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP	GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP		170	0.47434765	1.4000741	0.20082815	0.43640375	1.0	3058	tags=45%, list=22%, signal=56%	
GSE3982_EOSINOPHIL_VS_MAC_UP	GSE3982_EOSINOPHIL_VS_MAC_UP		155	0.29457316	1.3966141	0.040892195	0.4446944	1.0	2465	tags=28%, list=17%, signal=33%	
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_UP	GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_UP		149	0.3107764	1.3962139	0.079303674	0.44454527	1.0	2704	tags=33%, list=19%, signal=40%	
GSE7764_NKCELL_VS_SPLENOCYTE_UP	GSE7764_NKCELL_VS_SPLENOCYTE_UP		172	0.29749915	1.3958788	0.031598512	0.4442624	1.0	2897	tags=30%, list=20%, signal=38%	
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_DN	GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_DN		166	0.28976974	1.3946664	0.059642147	0.44643575	1.0	2533	tags=28%, list=18%, signal=33%	
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN		160	0.33940622	1.3944354	0.124223605	0.44583556	1.0	1714	tags=24%, list=12%, signal=27%	
GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP	GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP		146	0.33603045	1.3942127	0.117870726	0.44531688	1.0	2581	tags=29%, list=18%, signal=36%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP		164	0.3992345	1.3941753	0.15	0.44426283	1.0	3228	tags=41%, list=23%, signal=52%	
GSE21063_WT_VS_NFATC1_KO_16H_ANTI_IGM_STIM_BCELL_UP	GSE21063_WT_VS_NFATC1_KO_16H_ANTI_IGM_STIM_BCELL_UP		172	0.33391508	1.3934005	0.11377245	0.4452411	1.0	3049	tags=31%, list=21%, signal=39%	
GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP		167	0.28559425	1.393109	0.05742574	0.4448905	1.0	2707	tags=28%, list=19%, signal=34%	
GSE360_CTRL_VS_T_GONDII_MAC_DN	GSE360_CTRL_VS_T_GONDII_MAC_DN		168	0.28743312	1.3924394	0.07535642	0.44566196	1.0	2413	tags=26%, list=17%, signal=31%	
GSE28237_EARLY_VS_LATE_GC_BCELL_UP	GSE28237_EARLY_VS_LATE_GC_BCELL_UP		133	0.32211363	1.3921952	0.03652174	0.44518682	1.0	4045	tags=43%, list=28%, signal=59%	
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP	GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP		170	0.2990011	1.3921366	0.06092437	0.4442103	1.0	2183	tags=27%, list=15%, signal=32%	
GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP	GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP		150	0.32566005	1.3906811	0.050816696	0.44700623	1.0	4130	tags=40%, list=29%, signal=56%	
GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_DN	GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_DN		169	0.26131526	1.3902642	0.027290449	0.44704118	1.0	1683	tags=18%, list=12%, signal=20%	
GSE3982_MAC_VS_NKCELL_UP	GSE3982_MAC_VS_NKCELL_UP		174	0.271529	1.3900244	0.034615386	0.44651932	1.0	2823	tags=30%, list=20%, signal=38%	
GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_UP	GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_UP		177	0.3209929	1.389922	0.124497995	0.44563553	1.0	2392	tags=27%, list=17%, signal=32%	
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP	GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP		166	0.28295234	1.3899012	0.041198503	0.4445535	1.0	2358	tags=27%, list=17%, signal=32%	
GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN	GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN		167	0.2932911	1.3898193	0.07692308	0.44361588	1.0	3364	tags=34%, list=24%, signal=44%	
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN	GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN		173	0.39842618	1.3890036	0.15384616	0.44470626	1.0	2263	tags=33%, list=16%, signal=39%	
GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN	GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN		162	0.3018615	1.3888844	0.072407044	0.44391793	1.0	2698	tags=31%, list=19%, signal=38%	
GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN	GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN		166	0.28769532	1.3886033	0.07355865	0.44353372	1.0	2471	tags=25%, list=17%, signal=30%	
GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN	GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN		156	0.29657722	1.3885508	0.05816135	0.4425835	1.0	2917	tags=33%, list=21%, signal=41%	
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN		166	0.29926318	1.3884228	0.10080645	0.44182324	1.0	2036	tags=26%, list=14%, signal=30%	
GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN		154	0.36824837	1.388144	0.15322581	0.44145873	1.0	2814	tags=37%, list=20%, signal=46%	
GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN	GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN		178	0.2927865	1.3880738	0.064638786	0.44054142	1.0	3312	tags=31%, list=23%, signal=40%	
GSE41867_NAIVE_VS_DAY6_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY6_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP		179	0.29048455	1.3870363	0.056285176	0.44223362	1.0	2491	tags=26%, list=18%, signal=31%	
GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP		169	0.31578907	1.3869934	0.050847456	0.44127083	1.0	3916	tags=34%, list=28%, signal=47%	
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN	GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN		163	0.33282986	1.3867413	0.12601626	0.4407912	1.0	3179	tags=37%, list=22%, signal=48%	
GSE27786_CD8_TCELL_VS_MONO_MAC_DN	GSE27786_CD8_TCELL_VS_MONO_MAC_DN		166	0.29476187	1.3860824	0.051975053	0.4414899	1.0	3420	tags=33%, list=24%, signal=42%	
GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_UP	GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_UP		139	0.32025316	1.3849937	0.043396227	0.44330254	1.0	3991	tags=40%, list=28%, signal=54%	
GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN		165	0.30719823	1.3841516	0.0754717	0.44441912	1.0	2734	tags=28%, list=19%, signal=34%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN		118	0.33926564	1.3835624	0.077071294	0.44486558	1.0	2856	tags=35%, list=20%, signal=43%	
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_UP	GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_UP		148	0.31667152	1.3832346	0.085436895	0.4446228	1.0	2059	tags=27%, list=14%, signal=31%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP		167	0.46060166	1.3832304	0.16632016	0.44355255	1.0	2645	tags=43%, list=19%, signal=52%	
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN	GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN		174	0.29549715	1.3829741	0.06653992	0.44306517	1.0	3843	tags=37%, list=27%, signal=51%	
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP	KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP		180	0.29485613	1.3814504	0.06097561	0.44611183	1.0	2651	tags=28%, list=19%, signal=34%	
GSE37301_MULTIPOTENT_PROGENITOR_VS_LYMPHOID_PRIMED_MPP_UP	GSE37301_MULTIPOTENT_PROGENITOR_VS_LYMPHOID_PRIMED_MPP_UP		133	0.29436654	1.3813694	0.052837573	0.44526562	1.0	2429	tags=28%, list=17%, signal=33%	
GSE17721_POLYIC_VS_CPG_4H_BMDC_DN	GSE17721_POLYIC_VS_CPG_4H_BMDC_DN		160	0.29859206	1.3810862	0.10080645	0.44490886	1.0	2901	tags=31%, list=20%, signal=38%	
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP	GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP		168	0.3829244	1.3806925	0.1626506	0.44488245	1.0	3053	tags=36%, list=21%, signal=45%	
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP	GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP		156	0.35209548	1.3803313	0.13095239	0.44469804	1.0	2403	tags=29%, list=17%, signal=35%	
GSE42724_NAIVE_VS_MEMORY_BCELL_DN	GSE42724_NAIVE_VS_MEMORY_BCELL_DN		173	0.32109457	1.3797947	0.12720157	0.44507524	1.0	2812	tags=33%, list=20%, signal=41%	
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_DN		161	0.290225	1.3790827	0.099609375	0.4459549	1.0	2631	tags=26%, list=19%, signal=32%	
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN		171	0.33801255	1.3790666	0.14119923	0.44494367	1.0	3332	tags=37%, list=23%, signal=48%	
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN	GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN		176	0.2899596	1.3789176	0.057312254	0.4443137	1.0	1581	tags=21%, list=11%, signal=23%	
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN		162	0.32108992	1.3785307	0.1262136	0.44433713	1.0	3826	tags=38%, list=27%, signal=52%	
GSE4590_SMALL_VS_VPREB_POS_LARGE_PRE_BCELL_UP	GSE4590_SMALL_VS_VPREB_POS_LARGE_PRE_BCELL_UP		141	0.2870082	1.3785127	0.05882353	0.4433326	1.0	2459	tags=26%, list=17%, signal=31%	
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN		169	0.27795509	1.3779095	0.07438017	0.44399327	1.0	2605	tags=29%, list=18%, signal=35%	
GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP		164	0.2756142	1.3775182	0.018115941	0.44390815	1.0	3362	tags=34%, list=24%, signal=44%	
GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP	GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP		168	0.3481862	1.3773584	0.15102041	0.44334078	1.0	2690	tags=34%, list=19%, signal=41%	
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP		153	0.31118852	1.377331	0.08577406	0.44236925	1.0	3299	tags=33%, list=23%, signal=42%	
GSE17721_LPS_VS_POLYIC_2H_BMDC_UP	GSE17721_LPS_VS_POLYIC_2H_BMDC_UP		161	0.30343002	1.3773283	0.044315994	0.44133535	1.0	2798	tags=29%, list=20%, signal=36%	
GSE27786_NKTCELL_VS_NEUTROPHIL_DN	GSE27786_NKTCELL_VS_NEUTROPHIL_DN		158	0.27693996	1.3772345	0.059670784	0.4405302	1.0	4000	tags=36%, list=28%, signal=50%	
GSE7568_CTRL_VS_3H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN	GSE7568_CTRL_VS_3H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN		148	0.29284447	1.3762162	0.098393574	0.44214162	1.0	3126	tags=30%, list=22%, signal=38%	
GSE3920_UNTREATED_VS_IFNA_TREATED_FIBROBLAST_DN	GSE3920_UNTREATED_VS_IFNA_TREATED_FIBROBLAST_DN		177	0.27500746	1.3758479	0.067567565	0.44210014	1.0	2819	tags=27%, list=20%, signal=33%	
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_UP	GSE25123_WT_VS_PPARG_KO_MACROPHAGE_UP		169	0.4600751	1.3755549	0.20454545	0.44191724	1.0	2953	tags=42%, list=21%, signal=52%	
GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_UP	GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_UP		111	0.3101453	1.3749764	0.06666667	0.44231418	1.0	2873	tags=30%, list=20%, signal=37%	
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP	GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP		169	0.29671037	1.374945	0.049808428	0.44136167	1.0	2912	tags=28%, list=21%, signal=35%	
GSE1566_WT_VS_EZH2_KO_LN_TCELL_DN	GSE1566_WT_VS_EZH2_KO_LN_TCELL_DN		136	0.30450866	1.3735564	0.05904762	0.44409254	1.0	3733	tags=34%, list=26%, signal=45%	
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_DN	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_DN		172	0.28824314	1.3725514	0.08939709	0.44589767	1.0	1991	tags=23%, list=14%, signal=27%	
GSE7852_THYMUS_VS_FAT_TCONV_DN	GSE7852_THYMUS_VS_FAT_TCONV_DN		175	0.32094693	1.3720657	0.08123791	0.44625404	1.0	3421	tags=35%, list=24%, signal=45%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_DN	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_DN		166	0.32848963	1.3713691	0.14256619	0.4469742	1.0	3058	tags=34%, list=22%, signal=43%	
GSE42021_TREG_PLN_VS_CD24LO_TREG_THYMUS_UP	GSE42021_TREG_PLN_VS_CD24LO_TREG_THYMUS_UP		157	0.2770296	1.3712223	0.05263158	0.44631445	1.0	3050	tags=32%, list=21%, signal=40%	
GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN		167	0.34607843	1.3706107	0.15506959	0.446933	1.0	3341	tags=37%, list=24%, signal=48%	
GSE20198_IL12_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_DN	GSE20198_IL12_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_DN		176	0.3134562	1.3702829	0.1048218	0.44681993	1.0	2461	tags=27%, list=17%, signal=32%	
GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP		154	0.2818394	1.3702008	0.027422303	0.4460436	1.0	2348	tags=24%, list=17%, signal=28%	
GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN	GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN		154	0.2825401	1.3697108	0.04743083	0.44627407	1.0	2745	tags=27%, list=19%, signal=33%	
GSE3982_EOSINOPHIL_VS_BASOPHIL_UP	GSE3982_EOSINOPHIL_VS_BASOPHIL_UP		159	0.2837313	1.3689812	0.032075472	0.44731352	1.0	2545	tags=26%, list=18%, signal=32%	
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_DN	GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_DN		168	0.268533	1.3684736	0.029850746	0.44769126	1.0	2158	tags=22%, list=15%, signal=26%	
GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN		160	0.30394253	1.3676637	0.11153119	0.44873613	1.0	2466	tags=25%, list=17%, signal=30%	
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP	GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP		139	0.2942407	1.3669817	0.061705988	0.4495008	1.0	2480	tags=25%, list=17%, signal=30%	
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP	GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP		174	0.2613167	1.3669182	0.015238095	0.4486579	1.0	2447	tags=24%, list=17%, signal=28%	
GSE3982_DC_VS_MAC_LPS_STIM_DN	GSE3982_DC_VS_MAC_LPS_STIM_DN		149	0.3061856	1.3665377	0.07797271	0.44862103	1.0	2975	tags=32%, list=21%, signal=40%	
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN	GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN		164	0.2825973	1.3662937	0.0746888	0.44830516	1.0	2767	tags=30%, list=19%, signal=37%	
GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP	GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP		168	0.27301696	1.3659889	0.08108108	0.44816092	1.0	2639	tags=26%, list=19%, signal=31%	
GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_UP	GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_UP		158	0.28474	1.3650427	0.025547445	0.4497121	1.0	3848	tags=36%, list=27%, signal=49%	
GSE8685_IL15_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP	GSE8685_IL15_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP		135	0.27214894	1.3646845	0.05263158	0.44970548	1.0	1943	tags=21%, list=14%, signal=25%	
GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP	GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP		156	0.28334048	1.3643732	0.06990291	0.449615	1.0	3734	tags=37%, list=26%, signal=50%	
GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN	GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN		169	0.3207554	1.3641454	0.1301653	0.44920632	1.0	2145	tags=24%, list=15%, signal=28%	
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_BCELL_DN	GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_BCELL_DN		161	0.296297	1.363701	0.08030593	0.44943658	1.0	1160	tags=19%, list=8%, signal=21%	
GSE339_CD8POS_VS_CD4CD8DN_DC_DN	GSE339_CD8POS_VS_CD4CD8DN_DC_DN		171	0.2628263	1.3628478	0.035781544	0.45078826	1.0	2447	tags=23%, list=17%, signal=27%	
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN		181	0.34066126	1.36262	0.1724846	0.45046446	1.0	2889	tags=35%, list=20%, signal=44%	
GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN	GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN		154	0.2731273	1.3622303	0.045126352	0.45048454	1.0	3410	tags=34%, list=24%, signal=45%	
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN		171	0.31050968	1.3621281	0.121031746	0.4497832	1.0	2539	tags=29%, list=18%, signal=34%	
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_DN	GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_DN		164	0.27489555	1.3606083	0.047169812	0.4527321	1.0	2880	tags=27%, list=20%, signal=34%	
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_UP	GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_UP		137	0.31232113	1.359762	0.08646616	0.45401022	1.0	2512	tags=28%, list=18%, signal=34%	
GSE17721_CTRL_VS_CPG_8H_BMDC_DN	GSE17721_CTRL_VS_CPG_8H_BMDC_DN		161	0.29389617	1.3591229	0.083657585	0.454798	1.0	1993	tags=25%, list=14%, signal=29%	
GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_DN		168	0.34640083	1.3590659	0.16533865	0.45398158	1.0	2150	tags=32%, list=15%, signal=37%	
GSE15767_MED_VS_SCS_MAC_LN_DN	GSE15767_MED_VS_SCS_MAC_LN_DN		168	0.2664137	1.3588033	0.04	0.45376822	1.0	2305	tags=24%, list=16%, signal=28%	
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN	GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN		182	0.3803682	1.3586904	0.18562874	0.45308432	1.0	2016	tags=27%, list=14%, signal=31%	
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN	GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN		173	0.29754296	1.3585826	0.08349901	0.45236456	1.0	2967	tags=29%, list=21%, signal=37%	
GSE2585_THYMIC_DC_VS_MTEC_UP	GSE2585_THYMIC_DC_VS_MTEC_UP		142	0.28848583	1.3585505	0.04	0.45150474	1.0	2333	tags=25%, list=16%, signal=29%	
GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP	GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP		162	0.27212313	1.3583819	0.051756006	0.4509681	1.0	2972	tags=27%, list=21%, signal=33%	
