NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4MID_BCELL_DN	GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4MID_BCELL_DN		169	-0.27380565	-1.2923268	0.121703856	0.4140054	1.0	3345	tags=36%, list=24%, signal=47%	
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP	GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP		161	-0.276107	-1.2920759	0.12127236	0.4138794	1.0	1643	tags=21%, list=12%, signal=24%	
GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP	GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP		148	-0.2663492	-1.2918569	0.109561756	0.41371116	1.0	2327	tags=26%, list=16%, signal=31%	
GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP	GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP		150	-0.29462186	-1.2917662	0.13569938	0.41324773	1.0	2198	tags=27%, list=15%, signal=32%	
GSE17721_LPS_VS_CPG_16H_BMDC_UP	GSE17721_LPS_VS_CPG_16H_BMDC_UP		160	-0.2652356	-1.2912059	0.11740042	0.41383347	1.0	2246	tags=23%, list=16%, signal=27%	
GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP	GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP		166	-0.26458088	-1.2907348	0.10240964	0.41427186	1.0	3004	tags=29%, list=21%, signal=36%	
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP		166	-0.26609862	-1.2905124	0.10245901	0.41417885	1.0	1779	tags=20%, list=13%, signal=23%	
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_DN	GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_DN		179	-0.28123403	-1.2904856	0.13664596	0.4135895	1.0	3323	tags=37%, list=23%, signal=48%	
GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP	GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP		169	-0.2509546	-1.2904578	0.09054326	0.41300136	1.0	3082	tags=31%, list=22%, signal=39%	
GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP	GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP		169	-0.27296934	-1.289855	0.12934363	0.413692	1.0	2144	tags=28%, list=15%, signal=32%	
GSE14415_INDUCED_VS_NATURAL_TREG_DN	GSE14415_INDUCED_VS_NATURAL_TREG_DN		151	-0.31563672	-1.2894127	0.16452992	0.41400108	1.0	3411	tags=35%, list=24%, signal=46%	
GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_DN	GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_DN		161	-0.25709322	-1.2887535	0.06852248	0.4148299	1.0	3002	tags=30%, list=21%, signal=37%	
GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP	GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP		180	-0.2681361	-1.2887294	0.16032064	0.41425157	1.0	2498	tags=28%, list=18%, signal=34%	
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP	GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP		148	-0.25901893	-1.2878984	0.08158996	0.41546896	1.0	3553	tags=33%, list=25%, signal=44%	
GSE13411_NAIVE_VS_MEMORY_BCELL_DN	GSE13411_NAIVE_VS_MEMORY_BCELL_DN		161	-0.27658132	-1.2874677	0.16992188	0.4157733	1.0	2609	tags=32%, list=18%, signal=39%	
GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP		146	-0.31770515	-1.2874408	0.12331839	0.41519132	1.0	2770	tags=32%, list=20%, signal=40%	
GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_UP	GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_UP		164	-0.26678756	-1.2872016	0.15151516	0.41508505	1.0	2531	tags=26%, list=18%, signal=31%	
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP		173	-0.30733642	-1.2859721	0.18565401	0.4172469	1.0	3777	tags=47%, list=27%, signal=63%	
GSE2826_WT_VS_XID_BCELL_UP	GSE2826_WT_VS_XID_BCELL_UP		173	-0.2716806	-1.2859383	0.11382114	0.4166851	1.0	2766	tags=29%, list=19%, signal=35%	
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN		166	-0.2727849	-1.2852373	0.13664596	0.41762832	1.0	2690	tags=28%, list=19%, signal=35%	
GSE17186_MEMORY_VS_NAIVE_BCELL_UP	GSE17186_MEMORY_VS_NAIVE_BCELL_UP		164	-0.24507253	-1.2850928	0.062111802	0.41731647	1.0	1794	tags=20%, list=13%, signal=22%	
GSE45365_NK_CELL_VS_CD8A_DC_UP	GSE45365_NK_CELL_VS_CD8A_DC_UP		162	-0.28366196	-1.2848518	0.13104838	0.41724128	1.0	3300	tags=36%, list=23%, signal=46%	
GSE3039_NKT_CELL_VS_B2_BCELL_UP	GSE3039_NKT_CELL_VS_B2_BCELL_UP		170	-0.26260075	-1.2848396	0.10947368	0.4166437	1.0	3432	tags=36%, list=24%, signal=48%	
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN	GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN		170	-0.28442568	-1.2841161	0.14583333	0.41765806	1.0	1734	tags=22%, list=12%, signal=25%	
GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN	GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN		143	-0.2951162	-1.2838969	0.09146342	0.41754827	1.0	2889	tags=31%, list=20%, signal=39%	
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_UP	GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_UP		172	-0.27124673	-1.2837454	0.12903225	0.4173011	1.0	2158	tags=27%, list=15%, signal=31%	
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP	GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP		175	-0.27347606	-1.2831609	0.10325048	0.4180059	1.0	3107	tags=33%, list=22%, signal=42%	
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN		160	-0.25650045	-1.2819977	0.12830958	0.42011026	1.0	2171	tags=24%, list=15%, signal=28%	
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP	GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP		169	-0.25627947	-1.2819891	0.09494949	0.4194806	1.0	2915	tags=32%, list=21%, signal=40%	
GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_DN	GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_DN		159	-0.26559037	-1.281763	0.12962963	0.41935584	1.0	4063	tags=46%, list=29%, signal=64%	
GSE17721_CTRL_VS_CPG_12H_BMDC_UP	GSE17721_CTRL_VS_CPG_12H_BMDC_UP		175	-0.26531842	-1.2815932	0.14112903	0.419136	1.0	3154	tags=33%, list=22%, signal=42%	
GSE3982_BCELL_VS_TH2_UP	GSE3982_BCELL_VS_TH2_UP		156	-0.2818088	-1.2814832	0.13135593	0.41873932	1.0	2937	tags=31%, list=21%, signal=39%	
GSE22886_NEUTROPHIL_VS_DC_DN	GSE22886_NEUTROPHIL_VS_DC_DN		178	-0.33143762	-1.2808039	0.20542635	0.41963956	1.0	2559	tags=35%, list=18%, signal=43%	
GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP		182	-0.29916057	-1.2800766	0.14258555	0.4205561	1.0	1719	tags=25%, list=12%, signal=28%	
GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP	GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP		158	-0.29191387	-1.2798901	0.18309858	0.4203381	1.0	2332	tags=27%, list=16%, signal=32%	
GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_DN	GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_DN		163	-0.26084673	-1.2793894	0.106	0.42085126	1.0	2332	tags=27%, list=16%, signal=32%	
GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN	GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN		145	-0.24918266	-1.2789738	0.09552845	0.42111203	1.0	2487	tags=28%, list=18%, signal=33%	
GSE22886_CTRL_VS_LPS_24H_DC_UP	GSE22886_CTRL_VS_LPS_24H_DC_UP		175	-0.3435208	-1.2784351	0.22199592	0.42170337	1.0	2577	tags=34%, list=18%, signal=41%	
GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP		167	-0.2550596	-1.2774613	0.1012931	0.4232332	1.0	3524	tags=37%, list=25%, signal=48%	
GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP	GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP		155	-0.2726059	-1.2769375	0.114224136	0.42379242	1.0	2531	tags=27%, list=18%, signal=33%	
GSE24972_WT_VS_IRF8_KO_SPLEEN_FOLLICULAR_BCELL_DN	GSE24972_WT_VS_IRF8_KO_SPLEEN_FOLLICULAR_BCELL_DN		168	-0.24575844	-1.2761849	0.073068894	0.42477006	1.0	2964	tags=30%, list=21%, signal=38%	
GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_DN	GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_DN		177	-0.32881916	-1.2759345	0.21756487	0.42463544	1.0	3034	tags=36%, list=21%, signal=45%	
GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP	GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP		171	-0.26285502	-1.2757336	0.1171875	0.4244848	1.0	1876	tags=22%, list=13%, signal=25%	
GSE36826_WT_VS_IL1R_KO_SKIN_UP	GSE36826_WT_VS_IL1R_KO_SKIN_UP		165	-0.32255235	-1.2755449	0.17509727	0.42428985	1.0	2853	tags=33%, list=20%, signal=41%	
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP		155	-0.25379485	-1.2750012	0.05934066	0.4248789	1.0	2115	tags=23%, list=15%, signal=26%	
GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN	GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN		173	-0.2829891	-1.274921	0.17058824	0.42445818	1.0	2794	tags=32%, list=20%, signal=39%	
GSE3982_MAC_VS_TH1_DN	GSE3982_MAC_VS_TH1_DN		163	-0.25078458	-1.2747778	0.08506224	0.42416885	1.0	2892	tags=29%, list=20%, signal=36%	
GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN		177	-0.27526122	-1.2744613	0.11264822	0.42426848	1.0	2213	tags=26%, list=16%, signal=30%	
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP		163	-0.3083709	-1.2743948	0.16182573	0.42381522	1.0	1885	tags=28%, list=13%, signal=31%	
GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP		85	-0.28337586	-1.2743078	0.10141988	0.42340812	1.0	2448	tags=28%, list=17%, signal=34%	
GSE37301_LYMPHOID_PRIMED_MPP_VS_COMMON_LYMPHOID_PROGENITOR_UP	GSE37301_LYMPHOID_PRIMED_MPP_VS_COMMON_LYMPHOID_PROGENITOR_UP		148	-0.25305957	-1.2738292	0.07359307	0.4238179	1.0	2632	tags=28%, list=19%, signal=34%	
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN	GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN		168	-0.26024136	-1.2725178	0.11637081	0.42630428	1.0	3043	tags=33%, list=21%, signal=41%	
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN	GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN		150	-0.27690282	-1.2724617	0.13174947	0.42580476	1.0	2315	tags=28%, list=16%, signal=33%	
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP	GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP		167	-0.26796284	-1.2722548	0.12475248	0.42565197	1.0	2441	tags=25%, list=17%, signal=30%	
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP	GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP		162	-0.24024785	-1.2720958	0.097457625	0.42537847	1.0	2845	tags=31%, list=20%, signal=38%	
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP		167	-0.25578088	-1.2719158	0.119373776	0.42514974	1.0	2411	tags=27%, list=17%, signal=32%	
GSE7509_DC_VS_MONOCYTE_UP	GSE7509_DC_VS_MONOCYTE_UP		170	-0.27806157	-1.2718757	0.124756336	0.42461845	1.0	2366	tags=27%, list=17%, signal=32%	
GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN	GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN		129	-0.28177375	-1.2718251	0.09146342	0.4241049	1.0	1676	tags=19%, list=12%, signal=22%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_DN	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_DN		159	-0.25123644	-1.271027	0.118712276	0.42534772	1.0	2961	tags=29%, list=21%, signal=36%	
GSE13229_IMM_VS_MATURE_NKCELL_DN	GSE13229_IMM_VS_MATURE_NKCELL_DN		168	-0.2687877	-1.2709637	0.14112903	0.42487258	1.0	3584	tags=40%, list=25%, signal=53%	
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		108	-0.29638755	-1.2705888	0.12836438	0.42511883	1.0	2508	tags=33%, list=18%, signal=40%	
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP		174	-0.27129367	-1.2704194	0.14615385	0.424834	1.0	2725	tags=29%, list=19%, signal=36%	
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_DN	GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_DN		171	-0.2790438	-1.2699445	0.15863454	0.42533538	1.0	2204	tags=26%, list=16%, signal=31%	
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN	GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN		167	-0.2707937	-1.2695286	0.15339805	0.42560005	1.0	3174	tags=33%, list=22%, signal=42%	
GSE27786_LIN_NEG_VS_CD8_TCELL_UP	GSE27786_LIN_NEG_VS_CD8_TCELL_UP		166	-0.25522825	-1.2678826	0.12311015	0.42876002	1.0	2772	tags=28%, list=20%, signal=35%	
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN	GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN		145	-0.26594496	-1.2669879	0.13461539	0.43011644	1.0	2522	tags=26%, list=18%, signal=31%	
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP		171	-0.25701857	-1.2668588	0.13779527	0.4297818	1.0	3064	tags=33%, list=22%, signal=41%	
GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_UP	GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_UP		175	-0.25604814	-1.2667438	0.13141684	0.42944455	1.0	2763	tags=28%, list=19%, signal=34%	
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN		171	-0.30021992	-1.2665846	0.16981132	0.4291771	1.0	2171	tags=26%, list=15%, signal=31%	
GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN	GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN		137	-0.31953445	-1.2665344	0.19556452	0.42867118	1.0	2159	tags=29%, list=15%, signal=34%	
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	GSE15659_RESTING_VS_ACTIVATED_TREG_DN		149	-0.24292585	-1.2645417	0.09147609	0.43261445	1.0	3053	tags=32%, list=21%, signal=40%	
GSE3982_EOSINOPHIL_VS_DC_DN	GSE3982_EOSINOPHIL_VS_DC_DN		176	-0.2664873	-1.2643765	0.12883435	0.43239635	1.0	2517	tags=33%, list=18%, signal=40%	
GSE2706_R848_VS_LPS_2H_STIM_DC_DN	GSE2706_R848_VS_LPS_2H_STIM_DC_DN		123	-0.35964432	-1.2639306	0.20987654	0.43283242	1.0	2173	tags=28%, list=15%, signal=33%	
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN	GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN		143	-0.29642478	-1.2638284	0.19838056	0.4324728	1.0	3157	tags=33%, list=22%, signal=42%	
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TREG_CD4_TCELL_UP	GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TREG_CD4_TCELL_UP		150	-0.27229595	-1.2635497	0.13485478	0.43250966	1.0	2281	tags=27%, list=16%, signal=31%	
GSE24210_TCONV_VS_TREG_DN	GSE24210_TCONV_VS_TREG_DN		157	-0.24254346	-1.2634748	0.075593956	0.432062	1.0	2834	tags=31%, list=20%, signal=38%	
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN	GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN		169	-0.2635164	-1.263303	0.13137256	0.4318199	1.0	3636	tags=38%, list=26%, signal=51%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_UP		161	-0.26806834	-1.2632931	0.12473118	0.43123946	1.0	2904	tags=29%, list=20%, signal=36%	
GSE10500_ARTHRITIC_SYNOVIAL_FLUID_VS_HEALTHY_MACROPHAGE_UP	GSE10500_ARTHRITIC_SYNOVIAL_FLUID_VS_HEALTHY_MACROPHAGE_UP		122	-0.31725916	-1.2629768	0.23347108	0.43136817	1.0	1609	tags=20%, list=11%, signal=23%	
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP	GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP		171	-0.27450818	-1.2625384	0.174	0.4318172	1.0	2326	tags=26%, list=16%, signal=30%	
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP		164	-0.29710984	-1.2624944	0.1746988	0.43130422	1.0	2521	tags=26%, list=18%, signal=32%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_DN	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_DN		174	-0.31059206	-1.262304	0.21459228	0.43110445	1.0	2546	tags=29%, list=18%, signal=35%	
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP		158	-0.24046098	-1.2621427	0.080168776	0.4308294	1.0	3107	tags=31%, list=22%, signal=39%	
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN	GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN		160	-0.28063998	-1.2615874	0.15789473	0.4314192	1.0	2313	tags=28%, list=16%, signal=32%	
GSE3982_DC_VS_TH1_DN	GSE3982_DC_VS_TH1_DN		163	-0.24849007	-1.261524	0.10085837	0.43097144	1.0	3144	tags=31%, list=22%, signal=40%	
GSE3982_MAC_VS_NEUTROPHIL_UP	GSE3982_MAC_VS_NEUTROPHIL_UP		174	-0.25953916	-1.2614714	0.15778689	0.4304884	1.0	2539	tags=29%, list=18%, signal=35%	
GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_UP	GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_UP		163	-0.24575669	-1.2609379	0.093495935	0.4310784	1.0	2390	tags=25%, list=17%, signal=29%	
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_DN	GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_DN		163	-0.26890227	-1.26049	0.15674603	0.43150026	1.0	2228	tags=27%, list=16%, signal=32%	
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN		161	-0.2837394	-1.2591606	0.1838843	0.43390337	1.0	2994	tags=35%, list=21%, signal=44%	
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_DN	GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_DN		168	-0.2904791	-1.2577603	0.19807692	0.43639788	1.0	3125	tags=33%, list=22%, signal=42%	
GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP		158	-0.2577467	-1.2570019	0.10144927	0.43759477	1.0	2652	tags=29%, list=19%, signal=35%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_UP		145	-0.274761	-1.2564859	0.13717695	0.4381476	1.0	2263	tags=28%, list=16%, signal=33%	
GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP		170	-0.23222516	-1.2564791	0.08791209	0.43756166	1.0	1773	tags=19%, list=12%, signal=21%	
GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_UP	GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_UP		168	-0.27469194	-1.2564107	0.16895874	0.43714246	1.0	2198	tags=28%, list=15%, signal=33%	
GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_IRES_GFP_DN	GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_IRES_GFP_DN		122	-0.32320145	-1.2560985	0.24040404	0.43729424	1.0	3926	tags=46%, list=28%, signal=63%	
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_30H_DN	GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_30H_DN		159	-0.25692442	-1.2555815	0.08249497	0.4378726	1.0	1967	tags=24%, list=14%, signal=27%	
GSE27786_LSK_VS_CD4_TCELL_UP	GSE27786_LSK_VS_CD4_TCELL_UP		168	-0.26251233	-1.2554787	0.15510204	0.437496	1.0	3613	tags=39%, list=25%, signal=51%	
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP		182	-0.36530668	-1.2554736	0.24809161	0.4369098	1.0	2613	tags=36%, list=18%, signal=43%	
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_UP	GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_UP		166	-0.23986694	-1.2552991	0.097510375	0.43672866	1.0	2812	tags=29%, list=20%, signal=36%	
GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_DN	GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_DN		152	-0.27159005	-1.2543515	0.12343096	0.43829173	1.0	3645	tags=40%, list=26%, signal=53%	
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_DN	GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_DN		167	-0.30764183	-1.2539612	0.2112676	0.4384889	1.0	2201	tags=32%, list=15%, signal=38%	
GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN		166	-0.27543485	-1.2534837	0.16666667	0.4390027	1.0	2942	tags=33%, list=21%, signal=41%	
GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP	GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP		167	-0.23796207	-1.2534524	0.097510375	0.43845794	1.0	2860	tags=30%, list=20%, signal=37%	
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN		162	-0.46535513	-1.2525561	0.31106472	0.4399615	1.0	2212	tags=44%, list=16%, signal=51%	
