NAME	TITLE	SCORE	
TMEM184C	transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587]	0.22772402	
ISM1	isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]	0.22768374	
NWD2	NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229]	0.22736986	
LINC00840	long intergenic non-protein coding RNA 840 [Source:HGNC Symbol;Acc:HGNC:44987]	0.22735551	
SYDE2	synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]	0.22733635	
LRRC3B	leucine rich repeat containing 3B [Source:HGNC Symbol;Acc:HGNC:28105]	0.22732258	
RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	0.22728825	
GMNC	geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:HGNC:40049]	0.22728764	
KCTD11	potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]	0.22727633	
NHS	NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]	0.22726242	
MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]	0.2272529	
THOC7	THO complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:29874]	0.2271794	
FAM30A	family with sequence similarity 30 member A [Source:HGNC Symbol;Acc:HGNC:19955]	0.22706392	
LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	0.22702004	
KCTD19	potassium channel tetramerization domain containing 19 [Source:HGNC Symbol;Acc:HGNC:24753]	0.226991	
PCBD2	pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:24474]	0.22697003	
NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]	0.22693376	
ALK	ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427]	0.2268874	
MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	0.226855	
TSEN2	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]	0.22681998	
CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]	0.22678794	
KRTCAP3	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]	0.22662088	
TMEM14A	transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]	0.2265844	
GMNN	geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]	0.22637948	
OXLD1	oxidoreductase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27901]	0.2263721	
LINC02490	long intergenic non-protein coding RNA 2490 [Source:HGNC Symbol;Acc:HGNC:53471]	0.22637191	
NOL8	nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]	0.2263572	
C6orf62	chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]	0.22628146	
TTC28	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]	0.22625695	
MORC2-AS1	MORC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26662]	0.22617194	
SPATA25	spermatogenesis associated 25 [Source:HGNC Symbol;Acc:HGNC:16158]	0.22615299	
KLHL23	kelch like family member 23 [Source:HGNC Symbol;Acc:HGNC:27506]	0.22613908	
KCNJ3	potassium inwardly rectifying channel subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:6264]	0.22604954	
LINC00836	long intergenic non-protein coding RNA 836 [Source:HGNC Symbol;Acc:HGNC:44915]	0.22597913	
GPR158	G protein-coupled receptor 158 [Source:HGNC Symbol;Acc:HGNC:23689]	0.22593376	
GCKR	glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]	0.22588167	
FYB2	FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]	0.22588122	
PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:HGNC Symbol;Acc:HGNC:8973]	0.22586267	
DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	0.22574255	
ZMIZ1-AS1	ZMIZ1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27433]	0.22571163	
ZBTB33	zinc finger and BTB domain containing 33 [Source:HGNC Symbol;Acc:HGNC:16682]	0.22568609	
IGLC2	immunoglobulin lambda constant 2 [Source:HGNC Symbol;Acc:HGNC:5856]	0.22564109	
TNFRSF19	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]	0.22563206	
SGSH	N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:HGNC:10818]	0.22559993	
DCDC1	doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]	0.22542563	
ADCY5	adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]	0.22533363	
GFRA1	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]	0.22529432	
FABP6	fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]	0.22528817	
KCNH5	potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]	0.22524185	
IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]	0.22511588	
MDM2	MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]	0.22502606	
ZNF397	zinc finger protein 397 [Source:HGNC Symbol;Acc:HGNC:18818]	0.22499199	
MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]	0.22493754	
RAB18	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]	0.22480734	
GRM4	glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596]	0.22480588	
MTFR1	mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]	0.22465533	
PPP1R9A	protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]	0.22463399	
PTPRK	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	0.22460072	
CHODL	chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]	0.22457664	
LRRN2	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]	0.22455369	
YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	0.22454953	
RMST	rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]	0.22453204	
CCDC83	coiled-coil domain containing 83 [Source:HGNC Symbol;Acc:HGNC:28535]	0.22437376	
ZNF160	zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]	0.22432178	
ADCY1	adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]	0.22421396	
SLC12A3	solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912]	0.22420594	
ARSG	arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102]	0.22420305	
PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	0.22414035	
DOCK11	dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483]	0.22412269	
DDX11	DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]	0.22407764	
LINC01435	long intergenic non-protein coding RNA 1435 [Source:HGNC Symbol;Acc:HGNC:50753]	0.22405918	
TENM4	teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]	0.22405548	
EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]	0.22399466	
HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]	0.2239879	
AGBL3	AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]	0.22382355	
METTL23	methyltransferase 23, arginine [Source:HGNC Symbol;Acc:HGNC:26988]	0.22377522	
MEI4	meiotic double-stranded break formation protein 4 [Source:HGNC Symbol;Acc:HGNC:43638]	0.22374523	
STK39	serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]	0.22374144	
B3GALT1	beta-1,3-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:916]	0.22373712	
IGDCC3	immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700]	0.2237168	
MYBL2	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]	0.22368838	
LINC01963	long intergenic non-protein coding RNA 1963 [Source:HGNC Symbol;Acc:HGNC:25283]	0.22366786	
NCALD	neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]	0.22358349	
CDKN1B	cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]	0.22357287	
LINC00907	long intergenic non-protein coding RNA 907 [Source:HGNC Symbol;Acc:HGNC:44327]	0.2234653	
GALNT13	polypeptide N-acetylgalactosaminyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:23242]	0.22344255	
INVS	inversin [Source:HGNC Symbol;Acc:HGNC:17870]	0.22340536	
SMAD9	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]	0.22340289	
CLTA	clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]	0.22336619	
LINC01592	long intergenic non-protein coding RNA 1592 [Source:HGNC Symbol;Acc:HGNC:51557]	0.22315717	
BACH2	BTB domain and CNC homolog 2 [Source:HGNC Symbol;Acc:HGNC:14078]	0.2231418	
NDST4	N-deacetylase and N-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:20779]	0.22312167	
LINC01339	long intergenic non-protein coding RNA 1339 [Source:HGNC Symbol;Acc:HGNC:50549]	0.2231073	
TCP11	t-complex 11 [Source:HGNC Symbol;Acc:HGNC:11658]	0.22307189	
CSMD2	CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290]	0.22305897	
PPFIBP2	PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]	0.22302152	
NPIPB2	nuclear pore complex interacting protein family member B2 [Source:HGNC Symbol;Acc:HGNC:37451]	0.22291324	
C8orf88	chromosome 8 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:44672]	0.22287142	
MIR193A	microRNA 193a [Source:HGNC Symbol;Acc:HGNC:31563]	0.22283661	
KCNC2	potassium voltage-gated channel subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:6234]	0.22281237	
SSUH2	ssu-2 homolog [Source:HGNC Symbol;Acc:HGNC:24809]	0.22280687	
ZNF678	zinc finger protein 678 [Source:HGNC Symbol;Acc:HGNC:28652]	0.22276887	
DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]	0.2227321	
KCNQ3	potassium voltage-gated channel subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:6297]	0.22272077	
CYP2T3P	cytochrome P450 family 2 subfamily T member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:18853]	0.22264491	
C8orf34	chromosome 8 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:30905]	0.22263889	
RAB30	RAB30, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9770]	0.22254755	
RIMKLA	ribosomal modification protein rimK like family member A [Source:HGNC Symbol;Acc:HGNC:28725]	0.22253482	
ATP8B4	ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]	0.22245859	
AGMO	alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:HGNC:33784]	0.22239277	
NUDT6	nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]	0.22231755	
DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	0.22231635	
GNAI1	G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]	0.22231421	
PTPRG	protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	0.2222587	
PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]	0.22224705	
A2ML1	alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]	0.22220965	
JAKMIP3	Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]	0.22220345	
PINK1	PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]	0.22218594	
TMPRSS6	transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517]	0.22216956	
MINDY2	MINDY lysine 48 deubiquitinase 2 [Source:HGNC Symbol;Acc:HGNC:26954]	0.22216488	
TEAD4	TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]	0.22216259	
SVOP	SV2 related protein [Source:HGNC Symbol;Acc:HGNC:25417]	0.22212465	
NOTCH2	notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]	0.22208798	
NDUFB9	NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704]	0.22198927	
LINC02057	long intergenic non-protein coding RNA 2057 [Source:HGNC Symbol;Acc:HGNC:52900]	0.22197376	
ARHGEF26-AS1	ARHGEF26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41048]	0.22192375	
C2orf76	chromosome 2 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:27017]	0.22179933	
PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2 [Source:HGNC Symbol;Acc:HGNC:9288]	0.22179587	
LINC01501	long intergenic non-protein coding RNA 1501 [Source:HGNC Symbol;Acc:HGNC:27988]	0.22179393	
MYO3A	myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]	0.22177851	
MIR99AHG	mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]	0.22176424	
NOL10	nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]	0.22175473	
TMEM105	TMEM105 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:26794]	0.22174698	
GRIA2	glutamate ionotropic receptor AMPA type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4572]	0.22171287	
IRS2	insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]	0.22152142	
AJAP1	adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]	0.22149985	
LAMA2	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	0.22149736	
TMEM37	transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]	0.22138496	
OPA1	OPA1 mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]	0.22137502	
KCNQ2	potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]	0.22136757	
KLHL12	kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]	0.2213623	
RP2	RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]	0.22136036	
RPL3	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]	0.22125717	
SLCO2B1	solute carrier organic anion transporter family member 2B1 [Source:HGNC Symbol;Acc:HGNC:10962]	0.22120796	
RP9	RP9 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:10288]	0.22120698	
UBTD2	ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463]	0.22114383	
STKLD1	serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669]	0.2211	
ACVR1C	activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]	0.22098617	
SCN5A	sodium voltage-gated channel alpha subunit 5 [Source:HGNC Symbol;Acc:HGNC:10593]	0.22095779	
PEF1	penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30009]	0.22095029	
DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]	0.2209385	
LINC01250	long intergenic non-protein coding RNA 1250 [Source:HGNC Symbol;Acc:HGNC:49844]	0.22091244	
PAX2	paired box 2 [Source:HGNC Symbol;Acc:HGNC:8616]	0.22083975	
FIGN	fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]	0.2208147	
CRTC3-AS1	CRTC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51433]	0.22079042	
C18orf54	chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]	0.22070779	
ARSJ	arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]	0.22062713	
NFIB	nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]	0.22061627	
GRAP2	GRB2 related adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:4563]	0.22050019	
GRM5	glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597]	0.22044006	
CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	0.2204085	
FCHSD2	FCH and double SH3 domains 2 [Source:HGNC Symbol;Acc:HGNC:29114]	0.22035083	
CASC20	cancer susceptibility 20 [Source:HGNC Symbol;Acc:HGNC:49477]	0.22031322	
PAMR1	peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]	0.22030775	
OSTN	osteocrin [Source:HGNC Symbol;Acc:HGNC:29961]	0.22018686	
CDH4	cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]	0.2201842	
SPATA17	spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]	0.22017738	
PTPRD	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	0.22016881	
HLCS	holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976]	0.22014585	
NTF3	neurotrophin 3 [Source:HGNC Symbol;Acc:HGNC:8023]	0.22007555	
VRK2	VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]	0.2200479	
TTLL11	tubulin tyrosine ligase like 11 [Source:HGNC Symbol;Acc:HGNC:18113]	0.2199901	
BYSL	bystin like [Source:HGNC Symbol;Acc:HGNC:1157]	0.21997128	
DPF3	double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427]	0.21991804	
SLC27A2	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]	0.21983686	
CDH9	cadherin 9 [Source:HGNC Symbol;Acc:HGNC:1768]	0.2197984	
TSHZ2	teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]	0.21976942	
PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]	0.21964845	
SLC35G2	solute carrier family 35 member G2 [Source:HGNC Symbol;Acc:HGNC:28480]	0.21961658	
IGF2BP2	insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]	0.21961191	
HIGD1B	HIG1 hypoxia inducible domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24318]	0.21961169	
CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:13628]	0.21960115	
FER1L4	fer-1 like family member 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15801]	0.21954939	
B9D1	B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]	0.21952854	
PTGIS	prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]	0.21947762	
HCLS1	hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]	0.21945629	
KCTD8	potassium channel tetramerization domain containing 8 [Source:HGNC Symbol;Acc:HGNC:22394]	0.21945451	
SERPINA10	serpin family A member 10 [Source:HGNC Symbol;Acc:HGNC:15996]	0.2194059	
SMC5	structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]	0.21938168	
PKD1P6	polycystin 1, transient receptor potential channel interacting pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:30070]	0.21936032	
LUZP1	leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]	0.21932869	
CNTN4	contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174]	0.21932204	
PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]	0.21928726	
HPSE2	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]	0.21926326	
ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	0.21920612	
USP50	ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079]	0.21919215	
ZNF793	zinc finger protein 793 [Source:HGNC Symbol;Acc:HGNC:33115]	0.21915933	
LYPD6B	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]	0.2190813	
LINC00624	long intergenic non-protein coding RNA 624 [Source:HGNC Symbol;Acc:HGNC:44254]	0.21907482	
PTPRQ	protein tyrosine phosphatase receptor type Q [Source:HGNC Symbol;Acc:HGNC:9679]	0.2190031	
MED4	mediator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:17903]	0.2189864	
MTND4P35	MT-ND4 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:51949]	0.21896344	
LINC01505	long intergenic non-protein coding RNA 1505 [Source:HGNC Symbol;Acc:HGNC:51186]	0.21894301	
TAF4	TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]	0.21893534	
CD300E	CD300e molecule [Source:HGNC Symbol;Acc:HGNC:28874]	0.21883725	
GPC5	glypican 5 [Source:HGNC Symbol;Acc:HGNC:4453]	0.21867748	
RUNDC3B	RUN domain containing 3B [Source:HGNC Symbol;Acc:HGNC:30286]	0.21859585	
MED12	mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]	0.21854526	
BLMH	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]	0.21847795	
LYPD6	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]	0.21846166	
PFKP	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]	0.2184503	
SOX2-OT	SOX2 overlapping transcript [Source:HGNC Symbol;Acc:HGNC:20209]	0.21834831	
C9orf85	chromosome 9 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:28784]	0.21831742	
LRRC4C	leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317]	0.2183136	
PLD3	phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]	0.21828851	
LINC01111	long intergenic non-protein coding RNA 1111 [Source:HGNC Symbol;Acc:HGNC:49237]	0.21824709	
SETD6	SET domain containing 6, protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:26116]	0.2182281	
IL1RAPL2	interleukin 1 receptor accessory protein like 2 [Source:HGNC Symbol;Acc:HGNC:5997]	0.21822031	
XKR4	XK related 4 [Source:HGNC Symbol;Acc:HGNC:29394]	0.21821176	
SLC43A3	solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]	0.21819566	
ZNF44	zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]	0.21807036	
HSPA12A	heat shock protein family A (Hsp70) member 12A [Source:HGNC Symbol;Acc:HGNC:19022]	0.2180293	
TRDN	triadin [Source:HGNC Symbol;Acc:HGNC:12261]	0.21799001	
GPATCH3	G-patch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25720]	0.21795039	
FBXL13	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]	0.21793403	
PAX8-AS1	PAX8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49271]	0.21792828	
LINC02112	long intergenic non-protein coding RNA 2112 [Source:HGNC Symbol;Acc:HGNC:27756]	0.2178967	
NUP50	nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]	0.2178584	
LRRC7	leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531]	0.21783614	
PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	0.21778083	
EXOC3	exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]	0.2177655	
FCGRT	Fc gamma receptor and transporter [Source:HGNC Symbol;Acc:HGNC:3621]	0.2177622	
DUSP14	dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]	0.21775615	
KIF25	kinesin family member 25 [Source:HGNC Symbol;Acc:HGNC:6390]	0.21761966	
SHC3	SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]	0.21761853	
COL11A1	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	0.2176007	
MIR100HG	mir-100-let-7a-2-mir-125b-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:39522]	0.21758439	
ZNF518B	zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]	0.21746008	
F11-AS1	F11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27725]	0.2174451	
PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]	0.21742032	
GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	0.21740621	
NRG3	neuregulin 3 [Source:HGNC Symbol;Acc:HGNC:7999]	0.21738143	
PLXNC1	plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]	0.21737953	
NLGN1	neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]	0.21737036	
SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate [Source:HGNC Symbol;Acc:HGNC:26992]	0.21735764	
SNX19	sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532]	0.2173043	
ASTN1	astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]	0.21726625	
CCDC12	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	0.21718001	
FREM1	FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399]	0.21710698	
NTNG1	netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]	0.21709262	
SPTLC3	serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]	0.21697631	
CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]	0.2169755	
STXBP6	syntaxin binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19666]	0.21688335	
CDH13	cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]	0.21682297	
ESR2	estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]	0.21681546	
FAM76B	family with sequence similarity 76 member B [Source:HGNC Symbol;Acc:HGNC:28492]	0.21680999	
AMMECR1	AMMECR nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:467]	0.21680509	
MYRIP	myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]	0.21678805	
FREM2	FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396]	0.21672292	
PPP1R2B	PPP1R2 family member B [Source:HGNC Symbol;Acc:HGNC:16318]	0.21668415	
